Unnamed: 0_x,station,总流量,高峰流量,平峰流量,Unnamed: 0.1,treat,count,车相关,商务住宅,生活服务,购物服务,餐饮服务,科教文化服务,公共设施,政府机构及社会团体,体育休闲服务,医疗保健服务,风景名胜,金融保险服务,住宿服务,Unnamed: 0_y,pop
9468,2017_会展中心,644145.0,286237.0,357908.0,520.0,True,2041.0,16.0,210.0,81.0,269.0,228.0,48.0,2009.0,6.0,16.0,8.0,0.0,128.0,3.0,520,22588.0
9469,2017_会展中心东,1054.0,650.0,404.0,437.0,True,1543.0,38.0,392.0,159.0,192.0,191.0,60.0,342.0,12.0,25.0,36.0,1.0,207.0,27.0,437,21534.0
9470,2017_会展中心南,24916.0,13872.0,11044.0,668.0,True,1357.0,18.0,600.0,127.0,155.0,58.0,63.0,218.0,8.0,10.0,13.0,1.0,23.0,19.0,668,33673.0
9471,2017_会展中心地铁站,26048.0,13876.0,12172.0,62.0,True,2822.0,30.0,283.0,167.0,552.0,391.0,23.0,2255.0,10.0,33.0,16.0,0.0,157.0,9.0,62,15213.0
9472,2017_伟伦厂,2098.0,1282.0,816.0,4089.0,False,23.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4118,6416.0
9473,2017_伟林雅苑,908.0,578.0,330.0,5662.0,False,128.0,6.0,61.0,4.0,27.0,13.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,5804,1993.0
9475,2017_伟禄雅苑公交总站,1408.0,672.0,736.0,4776.0,False,76.0,0.0,7.0,25.0,12.0,3.0,5.0,22.0,0.0,2.0,5.0,0.0,2.0,0.0,4878,3526.0
9476,2017_低山村,10334.0,5104.0,5230.0,1191.0,True,707.0,34.0,165.0,56.0,340.0,50.0,9.0,76.0,1.0,3.0,4.0,0.0,3.0,2.0,1189,2265.0
9477,2017_体育运动学校东,2776.0,1556.0,1220.0,5284.0,False,18.0,4.0,0.0,0.0,1.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,5412,2369.0
9478,2017_体育运动学校北,6038.0,3330.0,2708.0,2697.0,False,188.0,2.0,12.0,29.0,41.0,33.0,15.0,26.0,0.0,1.0,1.0,0.0,1.0,0.0,2726,3688.0
9479,2017_体育馆①,39140.0,22626.0,16514.0,200.0,True,152.0,10.0,8.0,11.0,41.0,12.0,11.0,59.0,5.0,18.0,3.0,1.0,2.0,1.0,200,11094.0
9480,2017_体育馆②,31410.0,17176.0,14234.0,1363.0,True,220.0,8.0,16.0,21.0,60.0,18.0,16.0,84.0,6.0,17.0,6.0,1.0,3.0,2.0,1375,13977.0
9481,2017_体育馆东,21634.0,11792.0,9842.0,73.0,True,625.0,26.0,192.0,60.0,92.0,59.0,16.0,144.0,32.0,31.0,7.0,0.0,19.0,7.0,73,20201.0
9482,2017_体育馆西,3254.0,1942.0,1312.0,656.0,True,270.0,6.0,30.0,11.0,49.0,15.0,7.0,132.0,15.0,25.0,2.0,0.0,0.0,2.0,656,20660.0
9483,2017_何香凝美术馆,22108.0,12108.0,10000.0,306.0,True,308.0,6.0,70.0,33.0,53.0,34.0,7.0,98.0,2.0,0.0,11.0,15.0,18.0,1.0,306,3731.0
9484,2017_何香凝美术馆①,13846.0,7992.0,5854.0,295.0,True,332.0,4.0,60.0,45.0,65.0,31.0,7.0,93.0,19.0,5.0,15.0,6.0,3.0,2.0,295,3558.0
9485,2017_何香凝美术馆②,10524.0,5518.0,5006.0,997.0,True,139.0,0.0,27.0,14.0,11.0,9.0,6.0,51.0,18.0,4.0,3.0,10.0,2.0,1.0,995,3141.0
9486,2017_佰仕达东郡,2226.0,934.0,1292.0,9360.0,True,1176.0,14.0,282.0,95.0,304.0,100.0,18.0,217.0,8.0,6.0,25.0,3.0,6.0,4.0,9629,5668.0
9487,2017_佰仕达花园,3846.0,1762.0,2084.0,9361.0,True,490.0,14.0,45.0,61.0,159.0,45.0,21.0,145.0,4.0,7.0,10.0,1.0,7.0,2.0,9630,6895.0
9489,2017_佳兆业城市广场,1456.0,1012.0,444.0,3409.0,False,132.0,12.0,72.0,4.0,6.0,10.0,0.0,42.0,8.0,1.0,0.0,0.0,0.0,0.0,3438,3766.0
9490,2017_佳兆业城市广场公交总站,1928.0,1312.0,616.0,3686.0,False,95.0,8.0,59.0,3.0,1.0,5.0,0.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,3715,4256.0
9491,2017_佳华商场,6.0,2.0,4.0,7894.0,False,1046.0,0.0,76.0,83.0,407.0,108.0,8.0,31.0,2.0,9.0,19.0,0.0,9.0,7.0,8167,3744.0
9492,2017_佳华天桥,9498.0,5170.0,4328.0,2277.0,True,990.0,24.0,62.0,103.0,468.0,149.0,30.0,72.0,4.0,20.0,15.0,0.0,25.0,15.0,2319,6079.0
9493,2017_佳嘉豪苑,16662.0,10530.0,6132.0,279.0,True,1071.0,16.0,262.0,159.0,176.0,160.0,41.0,207.0,36.0,13.0,32.0,1.0,24.0,12.0,279,4013.0
9494,2017_佳怡工业园,1946.0,974.0,972.0,3875.0,False,75.0,2.0,51.0,2.0,4.0,3.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,3904,2305.0
9495,2017_佳惠百货,5960.0,3314.0,2646.0,2891.0,False,116.0,0.0,70.0,9.0,11.0,3.0,0.0,30.0,2.0,0.0,0.0,0.0,1.0,0.0,2920,9011.0
9496,2017_佳美百货,4.0,0.0,4.0,3736.0,False,560.0,2.0,50.0,37.0,84.0,51.0,4.0,26.0,8.0,8.0,11.0,0.0,4.0,1.0,3765,4694.0
9498,2017_佳达百货,16.0,4.0,12.0,2524.0,False,493.0,10.0,148.0,56.0,128.0,97.0,4.0,6.0,1.0,11.0,11.0,0.0,6.0,7.0,2565,1263.0
9499,2017_依波大厦,186.0,112.0,74.0,5392.0,False,98.0,0.0,73.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5520,2293.0
9503,2017_侨城东总站,318.0,252.0,66.0,4705.0,True,151.0,10.0,49.0,13.0,16.0,11.0,6.0,49.0,4.0,1.0,0.0,16.0,1.0,0.0,4807,3905.0
9504,2017_侨城东路口,1962.0,1130.0,832.0,814.0,True,162.0,14.0,66.0,12.0,19.0,16.0,7.0,52.0,1.0,0.0,0.0,0.0,1.0,1.0,813,2665.0
9505,2017_侨城东路口①,4934.0,2674.0,2260.0,850.0,True,140.0,12.0,58.0,10.0,15.0,13.0,3.0,55.0,2.0,0.0,0.0,0.0,1.0,0.0,848,2878.0
9506,2017_侨城东路口②,254.0,210.0,44.0,3699.0,True,360.0,6.0,204.0,20.0,44.0,20.0,15.0,51.0,2.0,4.0,0.0,1.0,3.0,2.0,3728,5215.0
9508,2017_侨城北公交综合车场,1116.0,608.0,508.0,1028.0,True,89.0,6.0,14.0,8.0,12.0,7.0,1.0,16.0,3.0,3.0,1.0,0.0,2.0,1.0,1026,4106.0
9509,2017_侨城馨苑,3598.0,2032.0,1566.0,4117.0,True,289.0,10.0,26.0,42.0,92.0,45.0,0.0,30.0,1.0,1.0,6.0,1.0,3.0,8.0,4146,1467.0
9510,2017_侨安科技园,3368.0,1890.0,1478.0,1529.0,False,84.0,0.0,38.0,3.0,19.0,9.0,2.0,8.0,0.0,2.0,0.0,0.0,2.0,1.0,1541,2455.0
9512,2017_侨香三道南,1732.0,910.0,822.0,863.0,True,388.0,12.0,77.0,45.0,72.0,35.0,15.0,177.0,6.0,1.0,8.0,1.0,7.0,1.0,861,4456.0
9513,2017_侨香外国语学校,3674.0,2236.0,1438.0,3294.0,True,22.0,0.0,1.0,1.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,3323,8749.0
9514,2017_侨香村,37766.0,23136.0,14630.0,516.0,True,60.0,0.0,8.0,5.0,1.0,2.0,1.0,16.0,1.0,3.0,2.0,2.0,1.0,0.0,516,7448.0
9515,2017_侨香深云路口,14546.0,9048.0,5498.0,983.0,True,173.0,0.0,100.0,15.0,14.0,8.0,7.0,32.0,0.0,3.0,0.0,1.0,4.0,0.0,981,6361.0
9516,2017_侨香香山西路口,414.0,274.0,140.0,1327.0,True,186.0,2.0,30.0,28.0,18.0,5.0,7.0,74.0,3.0,5.0,7.0,0.0,3.0,0.0,1339,4518.0
9517,2017_俄地吓小区,44.0,8.0,36.0,4360.0,True,231.0,0.0,75.0,4.0,43.0,8.0,2.0,88.0,1.0,1.0,2.0,1.0,1.0,0.0,4418,2111.0
9518,2017_保利剧院,212.0,116.0,96.0,5602.0,True,1325.0,24.0,52.0,135.0,636.0,286.0,14.0,205.0,1.0,29.0,16.0,4.0,17.0,1.0,5744,0.0
9519,2017_保安公司,262.0,168.0,94.0,3074.0,False,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3103,1437.0
9520,2017_保惠物流,7164.0,4110.0,3054.0,9376.0,False,714.0,42.0,146.0,131.0,182.0,50.0,14.0,70.0,36.0,12.0,20.0,1.0,11.0,4.0,9636,4979.0
9521,2017_保税区四号门,9304.0,6332.0,2972.0,635.0,True,112.0,4.0,11.0,10.0,18.0,17.0,0.0,47.0,1.0,1.0,2.0,3.0,4.0,1.0,635,6711.0
9522,2017_保税区海关,57622.0,36076.0,21546.0,371.0,True,266.0,2.0,30.0,33.0,39.0,21.0,10.0,71.0,6.0,6.0,15.0,6.0,4.0,3.0,371,21596.0
9525,2017_信义假日名城,21222.0,10914.0,10308.0,1884.0,True,1191.0,16.0,114.0,163.0,438.0,222.0,24.0,68.0,8.0,38.0,37.0,0.0,32.0,40.0,1896,24601.0
9527,2017_信义玻璃厂,3936.0,2236.0,1700.0,2943.0,True,89.0,6.0,38.0,2.0,9.0,6.0,1.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,2972,3698.0
9528,2017_信义逸翠园,4266.0,1840.0,2426.0,1893.0,True,919.0,46.0,121.0,124.0,296.0,134.0,31.0,143.0,2.0,7.0,42.0,0.0,12.0,0.0,1905,25758.0
9530,2017_信息学院,4548.0,2542.0,2006.0,2693.0,False,44.0,8.0,5.0,3.0,1.0,6.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2722,4119.0
9531,2017_信息学院①,10886.0,5576.0,5310.0,2858.0,False,38.0,6.0,4.0,3.0,1.0,4.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2887,2537.0
9532,2017_信息学院②,506.0,244.0,262.0,2691.0,False,33.0,0.0,5.0,2.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2720,2972.0
9533,2017_信息学院东,12394.0,7256.0,5138.0,4274.0,True,37.0,0.0,6.0,3.0,3.0,4.0,2.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,4302,3624.0
9534,2017_信息枢纽大厦,7436.0,4522.0,2914.0,167.0,True,616.0,6.0,151.0,45.0,75.0,141.0,8.0,108.0,2.0,19.0,5.0,1.0,99.0,4.0,167,11791.0
9535,2017_信盈科技,2634.0,1244.0,1390.0,4777.0,False,64.0,0.0,31.0,5.0,5.0,8.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,4879,3704.0
9536,2017_信维通信,10.0,6.0,4.0,2581.0,False,245.0,10.0,111.0,13.0,47.0,16.0,2.0,55.0,0.0,5.0,1.0,0.0,7.0,5.0,2622,10658.0
9538,2017_倍光工业园,1798.0,858.0,940.0,1875.0,False,296.0,0.0,110.0,10.0,23.0,13.0,2.0,60.0,4.0,0.0,0.0,0.0,1.0,1.0,1887,5393.0
9539,2017_倚山花园,4532.0,2930.0,1602.0,3311.0,False,521.0,2.0,45.0,61.0,229.0,75.0,7.0,59.0,13.0,5.0,13.0,2.0,4.0,10.0,3340,3299.0
9541,2017_假日名居,8.0,0.0,8.0,2196.0,True,45.0,0.0,4.0,5.0,5.0,6.0,7.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,2238,12185.0
9542,2017_健峰厂,2112.0,1294.0,818.0,2905.0,False,51.0,0.0,21.0,3.0,4.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2934,3406.0
9543,2017_健马科技,4.0,2.0,2.0,3075.0,False,41.0,0.0,31.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3104,2738.0
9544,2017_儿童公园①,55474.0,27718.0,27756.0,21.0,True,1632.0,28.0,638.0,180.0,160.0,157.0,48.0,297.0,29.0,36.0,28.0,15.0,52.0,19.0,21,22158.0
9545,2017_儿童公园②,3768.0,1990.0,1778.0,1153.0,True,1031.0,18.0,403.0,128.0,84.0,91.0,26.0,176.0,19.0,18.0,21.0,2.0,41.0,14.0,1151,16666.0
9546,2017_儿童医院,26718.0,14770.0,11948.0,173.0,True,23.0,6.0,1.0,1.0,1.0,1.0,0.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0,173,4720.0
9548,2017_元墩街口,7276.0,3724.0,3552.0,774.0,False,396.0,18.0,84.0,38.0,112.0,32.0,6.0,42.0,4.0,1.0,12.0,1.0,6.0,1.0,773,3927.0
9549,2017_元径居民小组,714.0,416.0,298.0,2485.0,False,441.0,18.0,57.0,61.0,156.0,85.0,10.0,49.0,4.0,4.0,8.0,0.0,2.0,4.0,2526,4151.0
9550,2017_元芬村,2966.0,1758.0,1208.0,2072.0,True,797.0,24.0,167.0,74.0,156.0,104.0,12.0,55.0,10.0,16.0,13.0,0.0,6.0,6.0,2099,9613.0
9551,2017_兄弟厂,128.0,72.0,56.0,3138.0,False,148.0,4.0,49.0,12.0,29.0,22.0,2.0,25.0,1.0,4.0,5.0,0.0,2.0,0.0,3167,3394.0
9553,2017_光侨公司,1916.0,1062.0,854.0,8201.0,False,151.0,0.0,118.0,1.0,14.0,14.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,8474,4950.0
9554,2017_光侨立交西,176.0,104.0,72.0,5058.0,False,207.0,14.0,70.0,15.0,39.0,29.0,1.0,36.0,1.0,1.0,6.0,0.0,2.0,0.0,5187,5584.0
9555,2017_光侨龙大桥洞,20.0,14.0,6.0,4325.0,False,17.0,0.0,3.0,0.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4353,861.0
9556,2017_光前村,1756.0,1032.0,724.0,559.0,True,526.0,114.0,100.0,35.0,90.0,86.0,7.0,45.0,3.0,3.0,7.0,0.0,6.0,2.0,559,8186.0
9557,2017_光华街,22.0,14.0,8.0,5648.0,True,417.0,4.0,124.0,38.0,47.0,71.0,18.0,89.0,13.0,7.0,8.0,2.0,7.0,5.0,5790,4607.0
9559,2017_光明中心站,2936.0,1604.0,1332.0,1485.0,False,556.0,8.0,26.0,88.0,221.0,88.0,9.0,52.0,25.0,10.0,12.0,1.0,12.0,4.0,1497,3287.0
9563,2017_光明交通局,2972.0,1648.0,1324.0,3540.0,False,9.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3569,4943.0
9567,2017_光明会展中心,192.0,116.0,76.0,3535.0,False,43.0,0.0,5.0,6.0,11.0,4.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3564,2376.0
9568,2017_光明供电所,226.0,138.0,88.0,1484.0,False,565.0,6.0,24.0,87.0,214.0,65.0,20.0,38.0,5.0,4.0,17.0,2.0,4.0,2.0,1496,2077.0
9569,2017_光明光晟厂总站,48.0,18.0,30.0,8438.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8710,147.0
9571,2017_光明农场大观园,70.0,36.0,34.0,4323.0,False,55.0,2.0,8.0,0.0,5.0,14.0,9.0,5.0,0.0,7.0,0.0,1.0,1.0,0.0,4351,934.0
9572,2017_光明凤凰小学,544.0,306.0,238.0,3814.0,False,53.0,2.0,5.0,6.0,17.0,5.0,1.0,20.0,1.0,0.0,0.0,1.0,2.0,0.0,3843,1720.0
9573,2017_光明办事处,214.0,118.0,96.0,3542.0,False,148.0,4.0,30.0,14.0,35.0,22.0,4.0,25.0,11.0,2.0,4.0,1.0,3.0,2.0,3571,5621.0
9575,2017_光明医院,264.0,148.0,116.0,8206.0,False,147.0,8.0,23.0,24.0,33.0,29.0,0.0,20.0,3.0,5.0,3.0,0.0,3.0,2.0,8479,3296.0
9577,2017_光明圳美总站,578.0,304.0,274.0,1475.0,False,21.0,0.0,7.0,3.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1487,915.0
9578,2017_光明城站,1282.0,664.0,618.0,3815.0,False,17.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3844,381.0
9582,2017_光明大道换乘站,1738.0,904.0,834.0,3539.0,False,33.0,0.0,1.0,2.0,1.0,0.0,2.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,3568,2957.0
9583,2017_光明大道路口,7842.0,4242.0,3600.0,1504.0,False,298.0,46.0,112.0,24.0,80.0,6.0,3.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1516,3978.0
9585,2017_光明峰荟,128.0,68.0,60.0,3776.0,False,181.0,4.0,53.0,24.0,39.0,22.0,0.0,36.0,3.0,2.0,5.0,0.0,3.0,2.0,3805,5930.0
9586,2017_光明成校,2582.0,1436.0,1146.0,3812.0,False,69.0,8.0,8.0,5.0,22.0,4.0,9.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,3841,2289.0
9588,2017_光明新区人民医院,6700.0,3514.0,3186.0,7428.0,False,138.0,18.0,17.0,24.0,37.0,26.0,0.0,16.0,1.0,4.0,3.0,0.0,2.0,3.0,7701,3630.0
9589,2017_光明新区人民医院①,2636.0,1618.0,1018.0,9446.0,False,182.0,12.0,57.0,19.0,36.0,22.0,2.0,38.0,1.0,4.0,4.0,0.0,2.0,3.0,9699,5993.0
9590,2017_光明新区人民医院②,6506.0,3274.0,3232.0,7431.0,False,138.0,18.0,17.0,24.0,37.0,26.0,0.0,16.0,1.0,4.0,3.0,0.0,2.0,3.0,7704,3630.0
9592,2017_光明新区图书馆西,1434.0,946.0,488.0,9445.0,False,957.0,24.0,206.0,86.0,322.0,92.0,15.0,217.0,40.0,13.0,11.0,1.0,19.0,13.0,9698,4685.0
9593,2017_光明新区文化馆,4364.0,2564.0,1800.0,8351.0,False,297.0,12.0,53.0,37.0,62.0,51.0,12.0,65.0,7.0,11.0,4.0,0.0,9.0,7.0,8624,4190.0
9594,2017_光明油站,1768.0,980.0,788.0,1487.0,False,255.0,12.0,44.0,20.0,43.0,19.0,2.0,33.0,16.0,2.0,6.0,0.0,3.0,3.0,1499,5567.0
9596,2017_光明留学生创业园,1416.0,782.0,634.0,4317.0,False,97.0,2.0,53.0,7.0,8.0,4.0,1.0,26.0,1.0,0.0,0.0,0.0,4.0,0.0,4345,1276.0
9597,2017_光明白花洞总站,2028.0,1112.0,916.0,5499.0,False,37.0,0.0,10.0,5.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,5641,4752.0
9598,2017_光明社保分局,4562.0,2464.0,2098.0,1486.0,False,124.0,6.0,55.0,8.0,23.0,7.0,1.0,29.0,2.0,2.0,2.0,0.0,3.0,2.0,1498,5369.0
9600,2017_光明群众体育中心,34.0,24.0,10.0,2453.0,False,56.0,0.0,8.0,5.0,10.0,7.0,1.0,14.0,4.0,2.0,0.0,2.0,0.0,0.0,2494,1335.0
9602,2017_光明高级中学,8934.0,4970.0,3964.0,1520.0,False,86.0,2.0,52.0,1.0,4.0,4.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,2.0,1532,8890.0
9603,2017_光晟厂,22538.0,11328.0,11210.0,1479.0,False,282.0,4.0,25.0,38.0,88.0,33.0,3.0,16.0,3.0,5.0,10.0,1.0,2.0,1.0,1491,2247.0
9604,2017_光浩工业园,8162.0,4532.0,3630.0,2074.0,False,899.0,10.0,381.0,59.0,142.0,117.0,4.0,81.0,10.0,12.0,12.0,0.0,9.0,9.0,2101,14358.0
9606,2017_光祖中学,208.0,152.0,56.0,4401.0,False,53.0,14.0,21.0,7.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4474,3994.0
9607,2017_光祖中心市场,3482.0,1964.0,1518.0,4652.0,False,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4754,2101.0
9608,2017_光祖路口,3132.0,1786.0,1346.0,4399.0,False,74.0,16.0,27.0,13.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4472,2536.0
9610,2017_光雅园路口,7922.0,5614.0,2308.0,1292.0,False,1847.0,74.0,328.0,210.0,575.0,274.0,32.0,130.0,8.0,21.0,41.0,1.0,13.0,14.0,1304,4852.0
9611,2017_全一电子,4188.0,2240.0,1948.0,4196.0,True,647.0,10.0,74.0,97.0,214.0,158.0,4.0,51.0,0.0,10.0,9.0,0.0,5.0,18.0,4224,12044.0
9612,2017_全一电子厂北,4028.0,1990.0,2038.0,5462.0,True,68.0,4.0,15.0,4.0,13.0,18.0,0.0,16.0,0.0,1.0,1.0,0.0,3.0,0.0,5604,9384.0
9613,2017_全至科技园总站,552.0,274.0,278.0,4460.0,True,262.0,14.0,82.0,41.0,56.0,16.0,17.0,19.0,1.0,3.0,5.0,1.0,4.0,0.0,4548,10151.0
9614,2017_八卦二路,10384.0,5972.0,4412.0,417.0,True,1303.0,66.0,488.0,151.0,212.0,131.0,51.0,187.0,24.0,13.0,15.0,2.0,24.0,11.0,417,20844.0
9616,2017_八卦岭②,1492.0,852.0,640.0,7306.0,True,368.0,22.0,150.0,43.0,93.0,17.0,2.0,70.0,0.0,2.0,1.0,0.0,4.0,2.0,7579,41305.0
9617,2017_八卦岭社康中心,6808.0,3526.0,3282.0,148.0,True,1568.0,8.0,712.0,194.0,209.0,101.0,52.0,252.0,27.0,9.0,23.0,1.0,33.0,15.0,148,43932.0
9618,2017_八卦路,20.0,10.0,10.0,141.0,True,1081.0,50.0,360.0,130.0,210.0,140.0,30.0,129.0,18.0,7.0,8.0,2.0,13.0,15.0,141,17274.0
9619,2017_公交大厦,43798.0,24300.0,19498.0,196.0,True,236.0,0.0,22.0,43.0,23.0,31.0,5.0,86.0,22.0,3.0,7.0,5.0,13.0,2.0,196,6970.0
9620,2017_公交大厦总站,62.0,40.0,22.0,848.0,True,154.0,0.0,23.0,27.0,7.0,23.0,2.0,43.0,11.0,1.0,4.0,3.0,12.0,2.0,846,6669.0
9621,2017_公园南路,4964.0,3292.0,1672.0,499.0,True,364.0,18.0,69.0,49.0,56.0,59.0,9.0,60.0,4.0,3.0,4.0,1.0,4.0,5.0,499,4108.0
9622,2017_公园大地,4208.0,2306.0,1902.0,1710.0,True,826.0,10.0,41.0,104.0,395.0,78.0,16.0,101.0,5.0,10.0,16.0,0.0,13.0,1.0,1722,8620.0
9624,2017_公坑廊,4.0,4.0,0.0,2666.0,False,83.0,0.0,53.0,1.0,11.0,9.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,2695,1135.0
9625,2017_公坑廊新能源公交场站,112.0,94.0,18.0,4975.0,False,211.0,4.0,101.0,14.0,35.0,30.0,1.0,38.0,0.0,3.0,2.0,0.0,1.0,1.0,5104,1759.0
9628,2017_公明中心换乘站,30.0,16.0,14.0,3779.0,False,228.0,2.0,71.0,18.0,38.0,30.0,4.0,47.0,22.0,5.0,1.0,0.0,7.0,4.0,3808,1712.0
9629,2017_公明中心换乘站①,138.0,88.0,50.0,3771.0,False,479.0,22.0,215.0,30.0,68.0,36.0,10.0,76.0,35.0,7.0,6.0,0.0,8.0,6.0,3800,2806.0
9630,2017_公明中行,538.0,252.0,286.0,3516.0,False,468.0,6.0,74.0,66.0,141.0,74.0,7.0,82.0,4.0,20.0,14.0,0.0,6.0,5.0,3545,4844.0
9631,2017_公明交警中队,146.0,74.0,72.0,3517.0,False,127.0,18.0,18.0,5.0,55.0,5.0,3.0,40.0,3.0,0.0,1.0,0.0,2.0,0.0,3546,2870.0
9632,2017_公明元山东路总站,3558.0,2222.0,1336.0,2191.0,False,508.0,12.0,152.0,49.0,147.0,64.0,7.0,60.0,1.0,10.0,12.0,2.0,2.0,6.0,2233,6696.0
9633,2017_公明内衣城公交场站,15494.0,8274.0,7220.0,5353.0,False,152.0,0.0,52.0,12.0,23.0,30.0,1.0,41.0,2.0,0.0,1.0,0.0,1.0,1.0,5481,5652.0
9634,2017_公明办事处,6724.0,3760.0,2964.0,1522.0,False,1021.0,4.0,32.0,123.0,595.0,146.0,13.0,83.0,2.0,15.0,17.0,0.0,10.0,19.0,1534,5073.0
9635,2017_公明塘尾,3152.0,1664.0,1488.0,1502.0,False,582.0,16.0,170.0,58.0,133.0,77.0,3.0,94.0,16.0,9.0,9.0,0.0,3.0,10.0,1514,4241.0
9637,2017_公明天虹①,3840.0,2080.0,1760.0,1498.0,False,1307.0,4.0,39.0,161.0,685.0,242.0,17.0,117.0,12.0,20.0,22.0,0.0,8.0,17.0,1510,5483.0
9638,2017_公明天虹②,278.0,164.0,114.0,3788.0,False,1332.0,2.0,31.0,116.0,773.0,213.0,9.0,199.0,6.0,18.0,25.0,0.0,14.0,14.0,3817,4476.0
9640,2017_公明居委会,4840.0,2954.0,1886.0,2189.0,False,1248.0,4.0,51.0,165.0,576.0,240.0,26.0,108.0,15.0,24.0,24.0,1.0,14.0,17.0,2231,6199.0
9643,2017_公明模具基地,36.0,16.0,20.0,4681.0,False,64.0,0.0,36.0,0.0,4.0,5.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,4783,2002.0
9644,2017_公明汽车站,8224.0,4306.0,3918.0,2415.0,False,834.0,30.0,116.0,140.0,250.0,129.0,32.0,115.0,17.0,13.0,21.0,0.0,8.0,23.0,2457,8756.0
9645,2017_公明汽车站①,5450.0,2650.0,2800.0,2411.0,False,220.0,8.0,15.0,37.0,61.0,37.0,2.0,57.0,0.0,6.0,4.0,1.0,4.0,9.0,2453,4807.0
9646,2017_公明汽车站②,1036.0,604.0,432.0,3515.0,False,165.0,20.0,21.0,11.0,29.0,23.0,4.0,56.0,3.0,5.0,7.0,1.0,6.0,5.0,3544,5381.0
9649,2017_公明派出所,9708.0,5362.0,4346.0,1497.0,False,1421.0,10.0,102.0,228.0,527.0,251.0,29.0,107.0,30.0,17.0,42.0,3.0,19.0,25.0,1509,9067.0
9650,2017_公明老街,6946.0,4014.0,2932.0,2188.0,False,1043.0,54.0,121.0,161.0,320.0,127.0,35.0,157.0,33.0,27.0,40.0,9.0,10.0,15.0,2230,12202.0
9651,2017_公明行政执法队,1076.0,706.0,370.0,2186.0,False,257.0,0.0,86.0,15.0,70.0,15.0,0.0,52.0,0.0,3.0,2.0,1.0,2.0,6.0,2228,5589.0
9652,2017_公明马山头总站,7640.0,4428.0,3212.0,3511.0,False,482.0,16.0,66.0,105.0,132.0,78.0,4.0,62.0,21.0,10.0,11.0,2.0,0.0,3.0,3540,5826.0
9653,2017_公汽大楼,38380.0,19940.0,18440.0,230.0,True,746.0,0.0,93.0,78.0,132.0,78.0,10.0,93.0,2.0,8.0,15.0,2.0,10.0,9.0,230,383.0
9656,2017_六支队礼堂,25026.0,11826.0,13200.0,698.0,True,460.0,14.0,47.0,51.0,45.0,61.0,37.0,101.0,52.0,6.0,19.0,4.0,11.0,19.0,698,18041.0
9658,2017_六约地铁站,8218.0,4194.0,4024.0,691.0,True,214.0,8.0,63.0,33.0,35.0,20.0,5.0,32.0,2.0,4.0,2.0,0.0,5.0,1.0,691,3780.0
