Unnamed: 0_x,station,总流量,高峰流量,平峰流量,Unnamed: 0.1,treat,count,车相关,商务住宅,生活服务,购物服务,餐饮服务,科教文化服务,公共设施,政府机构及社会团体,体育休闲服务,医疗保健服务,风景名胜,金融保险服务,住宿服务,Unnamed: 0_y,pop
0,2015_182设计园,4936.0,2850.0,2086.0,3183.0,False,201.0,2.0,7.0,20.0,63.0,44.0,7.0,24.0,4.0,1.0,8.0,0.0,7.0,5.0,3212,2091.0
4,2015_365花园后门,1906.0,1434.0,472.0,4577.0,True,1441.0,38.0,66.0,189.0,367.0,328.0,51.0,134.0,3.0,39.0,35.0,0.0,23.0,35.0,4679,7317.0
5,2015_365花园西门,9800.0,5018.0,4782.0,1120.0,True,776.0,44.0,79.0,113.0,189.0,138.0,20.0,54.0,5.0,8.0,28.0,0.0,11.0,7.0,1118,6607.0
6,2015_388工业区,6054.0,3210.0,2844.0,1878.0,False,97.0,4.0,1.0,9.0,36.0,23.0,0.0,6.0,0.0,1.0,5.0,1.0,2.0,4.0,1890,13680.0
8,2015_968工业区,394.0,216.0,178.0,2924.0,False,42.0,2.0,4.0,2.0,14.0,13.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2953,891.0
9,2015_98工业区,2260.0,1318.0,942.0,2613.0,False,415.0,8.0,16.0,56.0,179.0,103.0,9.0,14.0,0.0,6.0,11.0,0.0,15.0,6.0,2648,7969.0
14,2015_YKK厂后门,4876.0,2668.0,2208.0,2330.0,False,160.0,8.0,9.0,15.0,55.0,31.0,5.0,20.0,1.0,4.0,1.0,0.0,0.0,2.0,2372,6596.0
15,2015_YKK拉链厂,1018.0,586.0,432.0,3758.0,False,279.0,16.0,8.0,37.0,96.0,51.0,4.0,16.0,0.0,8.0,11.0,0.0,1.0,2.0,3787,3886.0
16,2015_一电科技,6772.0,3734.0,3038.0,2493.0,False,245.0,10.0,15.0,31.0,93.0,41.0,6.0,14.0,0.0,7.0,7.0,0.0,2.0,4.0,2534,920.0
18,2015_丁甲岭老村,184.0,98.0,86.0,5101.0,False,62.0,12.0,3.0,1.0,24.0,12.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,1.0,5230,778.0
19,2015_七彩人生,2940.0,1488.0,1452.0,1188.0,False,109.0,20.0,4.0,15.0,29.0,13.0,2.0,6.0,0.0,2.0,4.0,0.0,2.0,0.0,1186,2953.0
22,2015_万丰,5276.0,2808.0,2468.0,5450.0,False,213.0,6.0,28.0,31.0,66.0,42.0,0.0,8.0,0.0,6.0,2.0,1.0,0.0,3.0,5592,7687.0
23,2015_万丰工业区,6544.0,3662.0,2882.0,1503.0,False,131.0,18.0,16.0,7.0,41.0,16.0,0.0,46.0,3.0,1.0,1.0,0.0,0.0,1.0,1515,3485.0
24,2015_万丰派出所,888.0,514.0,374.0,2126.0,False,135.0,2.0,2.0,16.0,70.0,23.0,0.0,8.0,1.0,3.0,2.0,0.0,2.0,1.0,2153,6814.0
25,2015_万众城,36314.0,19558.0,16756.0,1466.0,False,2132.0,20.0,74.0,183.0,892.0,305.0,32.0,108.0,8.0,27.0,26.0,0.0,61.0,15.0,1478,7092.0
26,2015_万众城家居广场,15200.0,8058.0,7142.0,3560.0,True,994.0,32.0,68.0,59.0,501.0,62.0,4.0,58.0,0.0,3.0,9.0,0.0,5.0,3.0,3589,6316.0
28,2015_万国数据,2852.0,1488.0,1364.0,5373.0,False,7.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5501,4849.0
30,2015_万城百货商场,774.0,382.0,392.0,5705.0,False,40.0,0.0,3.0,1.0,9.0,8.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,1.0,5847,7632.0
31,2015_万安学校,470.0,284.0,186.0,3450.0,False,229.0,0.0,5.0,25.0,45.0,30.0,5.0,12.0,0.0,4.0,4.0,0.0,1.0,1.0,3479,1622.0
32,2015_万家和百货,8746.0,4894.0,3852.0,3751.0,False,520.0,6.0,7.0,81.0,184.0,104.0,12.0,56.0,6.0,14.0,24.0,0.0,6.0,20.0,3780,6038.0
33,2015_万家灯火,6530.0,3590.0,2940.0,1297.0,False,461.0,42.0,77.0,62.0,125.0,51.0,22.0,24.0,1.0,8.0,19.0,0.0,5.0,5.0,1309,2039.0
34,2015_万惠隆百货,10462.0,5944.0,4518.0,3091.0,False,208.0,12.0,2.0,24.0,96.0,33.0,1.0,6.0,1.0,5.0,12.0,0.0,1.0,4.0,3120,6862.0
35,2015_万景公司,1036.0,588.0,448.0,2148.0,False,64.0,0.0,8.0,13.0,10.0,12.0,0.0,18.0,2.0,0.0,0.0,0.0,2.0,0.0,2175,4479.0
36,2015_万松高,1440.0,786.0,654.0,4372.0,False,146.0,8.0,7.0,15.0,31.0,17.0,2.0,10.0,0.0,1.0,7.0,0.0,0.0,3.0,4445,2960.0
37,2015_万汇百货,84.0,64.0,20.0,7875.0,False,448.0,8.0,1.0,59.0,195.0,91.0,17.0,18.0,6.0,4.0,16.0,1.0,5.0,6.0,8148,2974.0
38,2015_万盛百货,16304.0,8734.0,7570.0,1450.0,False,379.0,4.0,3.0,48.0,107.0,52.0,4.0,8.0,1.0,1.0,10.0,0.0,6.0,6.0,1462,4404.0
39,2015_万福商业街路口,14.0,14.0,0.0,3835.0,False,316.0,12.0,4.0,56.0,127.0,58.0,9.0,14.0,0.0,6.0,10.0,0.0,4.0,10.0,3864,11891.0
40,2015_万福广场,35588.0,19804.0,15784.0,2118.0,False,705.0,4.0,38.0,72.0,258.0,128.0,10.0,40.0,6.0,12.0,19.0,2.0,7.0,14.0,2145,5800.0
42,2015_万科中心,3344.0,1536.0,1808.0,967.0,False,260.0,12.0,14.0,19.0,65.0,48.0,7.0,44.0,11.0,16.0,9.0,0.0,3.0,17.0,965,3550.0
45,2015_万科五园幼儿园,2844.0,1506.0,1338.0,1592.0,False,530.0,26.0,36.0,68.0,126.0,112.0,24.0,42.0,2.0,12.0,13.0,0.0,5.0,9.0,1604,5145.0
46,2015_万科十七英里,1220.0,726.0,494.0,4749.0,False,47.0,0.0,2.0,3.0,6.0,6.0,7.0,8.0,0.0,3.0,0.0,0.0,0.0,4.0,4851,604.0
47,2015_万科城,13928.0,7722.0,6206.0,1287.0,False,478.0,6.0,16.0,63.0,95.0,87.0,13.0,36.0,0.0,9.0,15.0,0.0,13.0,3.0,1299,3072.0
49,2015_万科大厦,58.0,54.0,4.0,582.0,True,882.0,40.0,32.0,116.0,445.0,122.0,25.0,104.0,4.0,5.0,25.0,0.0,17.0,4.0,582,4600.0
50,2015_万科广场,9830.0,4728.0,5102.0,1755.0,True,1086.0,14.0,40.0,111.0,531.0,207.0,26.0,108.0,24.0,14.0,16.0,0.0,12.0,0.0,1767,11076.0
52,2015_万科科技园,9054.0,4946.0,4108.0,4850.0,False,64.0,0.0,8.0,4.0,14.0,7.0,2.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,4967,3149.0
54,2015_万科第五园总站,6514.0,3904.0,2610.0,3563.0,False,729.0,4.0,13.0,102.0,221.0,232.0,48.0,50.0,5.0,15.0,27.0,0.0,9.0,4.0,3592,2374.0
55,2015_万科第五园西,4.0,2.0,2.0,7663.0,False,93.0,2.0,6.0,5.0,5.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,7936,7152.0
56,2015_万科红,1596.0,764.0,832.0,3924.0,True,710.0,8.0,30.0,96.0,276.0,148.0,16.0,74.0,3.0,10.0,29.0,0.0,7.0,22.0,3953,16155.0
57,2015_万科金域东郡,6.0,4.0,2.0,4312.0,False,12.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,4340,542.0
58,2015_万联商场,17766.0,9442.0,8324.0,2412.0,False,886.0,4.0,8.0,67.0,293.0,75.0,22.0,20.0,7.0,9.0,15.0,1.0,9.0,21.0,2454,3308.0
59,2015_万胜电子厂,1026.0,630.0,396.0,4559.0,False,52.0,0.0,0.0,8.0,9.0,19.0,0.0,8.0,0.0,3.0,1.0,0.0,1.0,0.0,4661,2980.0
63,2015_万里红,1686.0,972.0,714.0,3848.0,False,30.0,2.0,2.0,3.0,3.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,3877,1110.0
64,2015_万隆制品厂,4362.0,2394.0,1968.0,5913.0,False,19.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,6158,2519.0
67,2015_三区金融街,676.0,392.0,284.0,1988.0,False,555.0,20.0,30.0,91.0,132.0,43.0,51.0,104.0,36.0,19.0,17.0,2.0,46.0,15.0,2000,7374.0
68,2015_三号隧道口,350.0,290.0,60.0,637.0,True,244.0,2.0,9.0,36.0,72.0,55.0,4.0,62.0,1.0,3.0,3.0,0.0,7.0,1.0,637,7288.0
69,2015_三合华侨新村,12384.0,7770.0,4614.0,3680.0,False,460.0,4.0,33.0,43.0,118.0,64.0,7.0,4.0,0.0,11.0,15.0,0.0,6.0,8.0,3709,5476.0
70,2015_三和百货,8326.0,4672.0,3654.0,2410.0,False,753.0,0.0,19.0,109.0,412.0,115.0,11.0,36.0,2.0,14.0,16.0,0.0,7.0,21.0,2452,6462.0
71,2015_三和隆人才市场,5772.0,2924.0,2848.0,4905.0,True,1145.0,10.0,17.0,167.0,530.0,266.0,14.0,48.0,3.0,17.0,25.0,0.0,9.0,33.0,5037,2446.0
72,2015_三围球场,7310.0,4522.0,2788.0,7251.0,True,452.0,2.0,1.0,45.0,204.0,118.0,10.0,6.0,2.0,12.0,17.0,0.0,4.0,12.0,7525,6232.0
73,2015_三围路口,47634.0,27022.0,20612.0,1553.0,False,56.0,48.0,4.0,5.0,7.0,4.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,1565,13559.0
77,2015_三民工业区,40.0,22.0,18.0,2636.0,False,152.0,10.0,9.0,14.0,28.0,22.0,2.0,18.0,3.0,3.0,5.0,0.0,5.0,1.0,2665,1979.0
78,2015_三洋湖,11350.0,5796.0,5554.0,1812.0,False,849.0,2.0,11.0,92.0,444.0,148.0,24.0,26.0,14.0,15.0,26.0,0.0,8.0,5.0,1824,3596.0
79,2015_三洋部件厂,3620.0,1986.0,1634.0,2295.0,False,48.0,2.0,4.0,3.0,14.0,16.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,2337,2018.0
80,2015_三联广场,118.0,52.0,66.0,1145.0,False,608.0,0.0,19.0,46.0,287.0,50.0,5.0,28.0,1.0,9.0,13.0,0.0,9.0,3.0,1143,4192.0
81,2015_三联村口,352.0,238.0,114.0,2138.0,True,419.0,36.0,11.0,44.0,175.0,46.0,4.0,36.0,5.0,4.0,21.0,0.0,20.0,11.0,2165,13022.0
82,2015_三联村委,17584.0,9780.0,7804.0,1455.0,False,605.0,8.0,92.0,61.0,203.0,65.0,7.0,18.0,6.0,5.0,23.0,0.0,5.0,7.0,1467,13793.0
83,2015_三联桥头,2906.0,1612.0,1294.0,7415.0,False,476.0,76.0,28.0,46.0,220.0,35.0,12.0,44.0,4.0,6.0,12.0,0.0,6.0,2.0,7688,9118.0
87,2015_上下横岗,194.0,76.0,118.0,2822.0,False,27.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,19.0,2851,244.0
88,2015_上井村社区,706.0,422.0,284.0,5232.0,False,44.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,5360,1719.0
89,2015_上八约警务室,3298.0,1740.0,1558.0,3050.0,True,517.0,6.0,25.0,38.0,178.0,53.0,18.0,40.0,4.0,5.0,11.0,0.0,7.0,3.0,3079,19546.0
90,2015_上华村,40674.0,21702.0,18972.0,2024.0,True,297.0,108.0,18.0,28.0,96.0,36.0,5.0,34.0,4.0,4.0,4.0,0.0,1.0,0.0,2051,1021.0
92,2015_上南路口,28.0,18.0,10.0,2548.0,False,219.0,14.0,4.0,43.0,83.0,46.0,2.0,10.0,1.0,3.0,4.0,0.0,4.0,5.0,2589,2623.0
93,2015_上合小学,8994.0,5130.0,3864.0,2025.0,True,645.0,142.0,45.0,69.0,163.0,131.0,19.0,74.0,16.0,11.0,13.0,0.0,9.0,3.0,2052,1566.0
94,2015_上合市场,21232.0,11702.0,9530.0,4992.0,False,577.0,130.0,37.0,67.0,192.0,73.0,18.0,58.0,16.0,6.0,19.0,0.0,9.0,4.0,5121,1354.0
96,2015_上合新村,14474.0,7464.0,7010.0,2026.0,False,240.0,12.0,15.0,35.0,74.0,38.0,10.0,30.0,6.0,2.0,5.0,3.0,5.0,3.0,2053,823.0
97,2015_上品小区,4146.0,2302.0,1844.0,7915.0,True,22.0,0.0,1.0,0.0,3.0,3.0,2.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,8188,2761.0
98,2015_上围园,5084.0,2840.0,2244.0,4984.0,False,370.0,18.0,11.0,50.0,145.0,97.0,6.0,8.0,1.0,6.0,14.0,0.0,3.0,11.0,5113,7504.0
100,2015_上围新村,5106.0,2898.0,2208.0,1758.0,False,361.0,6.0,13.0,54.0,130.0,60.0,5.0,10.0,4.0,9.0,5.0,0.0,4.0,2.0,1770,3533.0
104,2015_上塘地铁公交接驳站,2056.0,1300.0,756.0,3668.0,True,72.0,4.0,9.0,8.0,17.0,9.0,2.0,24.0,1.0,1.0,6.0,0.0,2.0,0.0,3697,2006.0
105,2015_上塘地铁站,926.0,686.0,240.0,4375.0,True,72.0,4.0,11.0,7.0,14.0,15.0,2.0,22.0,1.0,2.0,2.0,0.0,3.0,0.0,4448,1680.0
106,2015_上塘村口,11386.0,6344.0,5042.0,5797.0,True,47.0,8.0,12.0,2.0,3.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5939,6475.0
108,2015_上塘派出所,1212.0,774.0,438.0,3413.0,True,161.0,10.0,11.0,16.0,40.0,22.0,0.0,22.0,7.0,1.0,1.0,0.0,2.0,1.0,3442,8447.0
109,2015_上塘社区,5154.0,2960.0,2194.0,8295.0,False,1059.0,24.0,71.0,115.0,325.0,140.0,8.0,48.0,12.0,12.0,32.0,1.0,9.0,17.0,8568,3352.0
110,2015_上塘路口,18092.0,9542.0,8550.0,1255.0,True,69.0,24.0,7.0,6.0,13.0,9.0,0.0,18.0,1.0,1.0,2.0,0.0,3.0,0.0,1267,10144.0
111,2015_上寮,1824.0,944.0,880.0,1569.0,False,1109.0,20.0,5.0,101.0,563.0,113.0,15.0,8.0,6.0,15.0,31.0,0.0,7.0,38.0,1581,11698.0
112,2015_上寮市场,28664.0,15532.0,13132.0,1538.0,False,1012.0,20.0,8.0,39.0,822.0,70.0,6.0,32.0,4.0,7.0,7.0,1.0,6.0,1.0,1550,8539.0
113,2015_上屋小学,3026.0,1694.0,1332.0,2520.0,False,178.0,6.0,4.0,30.0,65.0,36.0,6.0,20.0,1.0,3.0,4.0,0.0,2.0,2.0,2561,2124.0
114,2015_上屋社区,788.0,472.0,316.0,2517.0,False,546.0,8.0,4.0,43.0,207.0,63.0,20.0,14.0,10.0,12.0,18.0,1.0,2.0,11.0,2558,2939.0
115,2015_上岭排新村,1278.0,746.0,532.0,3737.0,False,523.0,8.0,55.0,32.0,107.0,49.0,7.0,16.0,0.0,11.0,11.0,1.0,4.0,1.0,3766,5874.0
118,2015_上川路口,36454.0,20976.0,15478.0,1561.0,True,435.0,148.0,30.0,25.0,145.0,60.0,7.0,64.0,1.0,7.0,7.0,0.0,4.0,3.0,1573,2078.0
119,2015_上川路口①,2534.0,1494.0,1040.0,1428.0,True,437.0,118.0,33.0,33.0,169.0,49.0,6.0,60.0,2.0,3.0,13.0,0.0,5.0,3.0,1440,2400.0
120,2015_上排村口,1844.0,1332.0,512.0,1308.0,False,55.0,6.0,4.0,6.0,18.0,9.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,1320,4452.0
121,2015_上排路口,432.0,212.0,220.0,2518.0,False,914.0,8.0,1.0,86.0,233.0,118.0,6.0,6.0,4.0,13.0,23.0,0.0,5.0,13.0,2559,4398.0
122,2015_上早新村,2544.0,1604.0,940.0,3739.0,False,409.0,72.0,82.0,39.0,122.0,36.0,7.0,66.0,14.0,5.0,3.0,0.0,4.0,4.0,3768,11977.0
123,2015_上星中心公园,13034.0,6816.0,6218.0,8166.0,False,132.0,4.0,2.0,26.0,65.0,12.0,6.0,12.0,0.0,0.0,7.0,0.0,4.0,0.0,8439,4438.0
124,2015_上星村委,31256.0,17176.0,14080.0,2307.0,False,409.0,4.0,25.0,45.0,155.0,56.0,9.0,36.0,4.0,20.0,10.0,5.0,35.0,9.0,2349,7823.0
125,2015_上木古村,37492.0,20276.0,17216.0,1402.0,False,24.0,0.0,7.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1414,6425.0
126,2015_上木古村委,6340.0,3992.0,2348.0,5480.0,False,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5622,6738.0
128,2015_上李朗村,14388.0,7534.0,6854.0,3143.0,False,195.0,2.0,5.0,22.0,63.0,36.0,7.0,22.0,4.0,1.0,8.0,1.0,6.0,3.0,3172,2177.0
130,2015_上李朗第二工业区,2774.0,1644.0,1130.0,3145.0,False,40.0,0.0,5.0,3.0,2.0,3.0,1.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,3174,2875.0
131,2015_上村元山,3838.0,2134.0,1704.0,3796.0,False,334.0,34.0,24.0,31.0,152.0,44.0,11.0,12.0,9.0,6.0,6.0,1.0,3.0,5.0,3825,6820.0
133,2015_上村莲塘,848.0,442.0,406.0,8349.0,False,132.0,2.0,5.0,22.0,55.0,21.0,5.0,0.0,4.0,4.0,4.0,2.0,3.0,2.0,8622,2072.0
134,2015_上林苑,13188.0,6280.0,6908.0,1082.0,False,534.0,40.0,28.0,99.0,156.0,47.0,17.0,112.0,38.0,14.0,5.0,0.0,21.0,5.0,1080,15244.0
135,2015_上梅林,4120.0,2092.0,2028.0,7305.0,True,371.0,32.0,21.0,50.0,100.0,76.0,12.0,76.0,4.0,0.0,13.0,2.0,11.0,4.0,7578,3925.0
138,2015_上梅林市场,10872.0,5266.0,5606.0,575.0,True,732.0,44.0,62.0,107.0,196.0,133.0,35.0,86.0,16.0,16.0,32.0,1.0,5.0,10.0,575,5891.0
141,2015_上横朗,4916.0,2682.0,2234.0,2917.0,False,23.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2946,5792.0
142,2015_上横朗市场,7262.0,4076.0,3186.0,4378.0,False,54.0,0.0,3.0,7.0,14.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4451,9036.0
143,2015_上横朗村,9306.0,5404.0,3902.0,2147.0,False,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174,7837.0
145,2015_上步中学②,4014.0,2010.0,2004.0,1642.0,False,769.0,14.0,39.0,23.0,36.0,34.0,22.0,56.0,5.0,2.0,1.0,0.0,1.0,2.0,1654,5622.0
146,2015_上步南天桥,1490.0,760.0,730.0,513.0,True,342.0,8.0,26.0,58.0,70.0,52.0,25.0,46.0,7.0,11.0,10.0,0.0,12.0,8.0,513,8565.0
148,2015_上步南天桥②,5384.0,2706.0,2678.0,1100.0,True,518.0,10.0,27.0,109.0,130.0,92.0,36.0,62.0,6.0,15.0,19.0,0.0,12.0,8.0,1098,10794.0
149,2015_上步小学,1450.0,748.0,702.0,224.0,True,1359.0,22.0,49.0,201.0,458.0,325.0,49.0,108.0,44.0,29.0,41.0,0.0,24.0,24.0,224,16102.0
151,2015_上水径,64538.0,31900.0,32638.0,1016.0,True,519.0,18.0,8.0,30.0,141.0,52.0,10.0,20.0,1.0,2.0,7.0,1.0,3.0,2.0,1014,9491.0
153,2015_上水径天桥,12848.0,6934.0,5914.0,3190.0,True,463.0,46.0,38.0,44.0,137.0,62.0,8.0,28.0,3.0,2.0,14.0,1.0,2.0,3.0,3219,8522.0
155,2015_上沙,43662.0,22196.0,21466.0,444.0,False,1015.0,40.0,60.0,131.0,246.0,233.0,31.0,112.0,29.0,17.0,17.0,1.0,26.0,43.0,444,23515.0
156,2015_上沙村,47272.0,25372.0,21900.0,579.0,False,879.0,2.0,17.0,89.0,418.0,186.0,8.0,30.0,1.0,13.0,22.0,2.0,6.0,15.0,579,15986.0
160,2015_上油松村,40732.0,22228.0,18504.0,1259.0,False,1367.0,34.0,51.0,172.0,667.0,194.0,21.0,76.0,9.0,18.0,31.0,0.0,30.0,14.0,1271,6487.0
161,2015_上洞村,550.0,320.0,230.0,4748.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4850,296.0
163,2015_上海宾馆东,12.0,6.0,6.0,78.0,True,2058.0,16.0,92.0,271.0,1069.0,263.0,58.0,186.0,16.0,27.0,26.0,2.0,95.0,21.0,78,12187.0
164,2015_上海宾馆西①,1162.0,590.0,572.0,1152.0,True,339.0,14.0,37.0,55.0,55.0,48.0,12.0,88.0,5.0,7.0,16.0,4.0,26.0,16.0,1150,128.0
166,2015_上海宾馆西③,3324.0,1920.0,1404.0,424.0,True,349.0,14.0,29.0,79.0,37.0,35.0,28.0,68.0,7.0,5.0,27.0,4.0,41.0,8.0,424,155.0
167,2015_上石家市场,2002.0,1094.0,908.0,3775.0,False,81.0,2.0,14.0,1.0,11.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3804,2178.0
168,2015_上石家村口,244.0,120.0,124.0,3773.0,False,98.0,6.0,3.0,15.0,33.0,15.0,0.0,6.0,4.0,2.0,6.0,0.0,3.0,2.0,3802,4165.0
169,2015_上芬小学,1634.0,990.0,644.0,1614.0,True,121.0,2.0,9.0,11.0,21.0,40.0,3.0,22.0,1.0,1.0,0.0,0.0,0.0,4.0,1626,2187.0
172,2015_上辇,1048.0,574.0,474.0,1495.0,False,208.0,0.0,16.0,24.0,103.0,22.0,1.0,8.0,1.0,8.0,8.0,1.0,0.0,7.0,1507,5586.0
173,2015_上辇村口,2916.0,1478.0,1438.0,1494.0,False,133.0,8.0,9.0,11.0,66.0,6.0,1.0,8.0,1.0,5.0,0.0,1.0,3.0,5.0,1506,2517.0
174,2015_上雪工业区,33138.0,18608.0,14530.0,3229.0,False,298.0,20.0,18.0,44.0,77.0,87.0,6.0,4.0,0.0,3.0,5.0,0.0,5.0,7.0,3258,5628.0
175,2015_上雪市场,4100.0,2362.0,1738.0,3266.0,False,329.0,22.0,21.0,38.0,105.0,64.0,3.0,18.0,1.0,6.0,6.0,0.0,3.0,6.0,3295,4327.0
176,2015_下十围第一工业区,8716.0,4936.0,3780.0,4041.0,True,579.0,52.0,16.0,165.0,147.0,97.0,10.0,44.0,16.0,10.0,13.0,0.0,8.0,10.0,4070,6360.0
177,2015_下围水工业区,1264.0,758.0,506.0,2375.0,False,67.0,6.0,9.0,11.0,25.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,2417,6518.0
180,2015_下李朗图书馆,8618.0,5130.0,3488.0,3036.0,False,63.0,2.0,2.0,4.0,10.0,6.0,0.0,14.0,0.0,4.0,0.0,0.0,1.0,2.0,3065,4959.0
181,2015_下村公园,3028.0,1524.0,1504.0,3791.0,False,13.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,3820,8323.0
182,2015_下村第五工业区,200.0,122.0,78.0,2467.0,False,122.0,6.0,3.0,15.0,39.0,19.0,5.0,16.0,0.0,2.0,7.0,0.0,2.0,3.0,2508,1949.0
185,2015_下梅林市场,16.0,10.0,6.0,209.0,True,1025.0,44.0,92.0,137.0,310.0,208.0,18.0,58.0,9.0,10.0,41.0,1.0,14.0,11.0,209,6343.0
187,2015_下梅林市场②,606.0,364.0,242.0,205.0,True,1003.0,40.0,85.0,156.0,306.0,197.0,19.0,48.0,10.0,9.0,33.0,1.0,17.0,11.0,205,5475.0
189,2015_下横朗村,8532.0,4856.0,3676.0,4380.0,False,354.0,2.0,28.0,24.0,67.0,42.0,3.0,16.0,1.0,0.0,4.0,0.0,2.0,3.0,4453,8202.0
190,2015_下水径,50988.0,26834.0,24154.0,1017.0,True,683.0,20.0,97.0,54.0,174.0,88.0,12.0,26.0,2.0,5.0,12.0,0.0,3.0,6.0,1015,13018.0
192,2015_下沙①,31862.0,16630.0,15232.0,361.0,False,1011.0,32.0,33.0,141.0,269.0,255.0,31.0,92.0,23.0,16.0,20.0,4.0,19.0,31.0,361,13434.0
193,2015_下沙②,17066.0,8738.0,8328.0,429.0,False,984.0,20.0,48.0,129.0,248.0,203.0,41.0,106.0,12.0,25.0,24.0,4.0,61.0,27.0,429,8167.0
194,2015_下沙总站,4628.0,2466.0,2162.0,428.0,False,395.0,30.0,32.0,37.0,64.0,70.0,22.0,70.0,3.0,10.0,6.0,0.0,34.0,4.0,428,7575.0
195,2015_下沙新村,1416.0,758.0,658.0,5615.0,False,304.0,8.0,11.0,19.0,107.0,33.0,12.0,30.0,12.0,5.0,7.0,1.0,16.0,8.0,5757,629.0
196,2015_下石家总站,656.0,354.0,302.0,5193.0,False,101.0,8.0,4.0,14.0,35.0,18.0,0.0,6.0,3.0,2.0,6.0,0.0,3.0,1.0,5321,6066.0
197,2015_下石家路口,34.0,12.0,22.0,3795.0,False,136.0,18.0,5.0,17.0,33.0,12.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,1.0,3824,5144.0
199,2015_下辇,1302.0,730.0,572.0,1496.0,False,785.0,10.0,38.0,116.0,391.0,103.0,23.0,34.0,1.0,9.0,24.0,2.0,5.0,9.0,1508,5244.0
200,2015_下雪商业城,7648.0,4284.0,3364.0,3265.0,False,695.0,4.0,27.0,75.0,242.0,83.0,9.0,26.0,4.0,4.0,22.0,0.0,6.0,9.0,3294,3565.0
201,2015_世峰工业区,144.0,94.0,50.0,4817.0,False,114.0,18.0,9.0,11.0,41.0,25.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,4934,4786.0
204,2015_世界之窗②,33344.0,17650.0,15694.0,1425.0,True,713.0,2.0,30.0,101.0,143.0,169.0,21.0,40.0,6.0,16.0,11.0,35.0,16.0,43.0,1437,4218.0
205,2015_世界之窗地铁公交接驳站,2314.0,1406.0,908.0,562.0,True,1384.0,10.0,40.0,180.0,405.0,298.0,26.0,52.0,8.0,15.0,33.0,0.0,14.0,79.0,562,4695.0
208,2015_世纪工业区,340.0,198.0,142.0,5270.0,False,85.0,6.0,6.0,7.0,19.0,24.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,5398,8148.0
209,2015_世纪春城,19882.0,11368.0,8514.0,3463.0,False,517.0,4.0,30.0,85.0,140.0,103.0,15.0,40.0,1.0,8.0,16.0,2.0,14.0,5.0,3492,2922.0
210,2015_世纪春城南,518.0,308.0,210.0,8296.0,False,517.0,4.0,30.0,85.0,140.0,103.0,15.0,40.0,1.0,8.0,16.0,2.0,14.0,5.0,8569,2922.0
213,2015_世贸百货,26352.0,13424.0,12928.0,1714.0,True,427.0,2.0,6.0,20.0,256.0,46.0,8.0,48.0,44.0,2.0,4.0,3.0,1.0,0.0,1726,11766.0
214,2015_东二市场,7634.0,3994.0,3640.0,3481.0,True,677.0,16.0,18.0,84.0,161.0,113.0,4.0,22.0,2.0,12.0,7.0,0.0,3.0,3.0,3510,7365.0
215,2015_东兴花园,4.0,2.0,2.0,2282.0,False,105.0,4.0,43.0,12.0,24.0,2.0,0.0,6.0,3.0,1.0,3.0,0.0,2.0,1.0,2324,5185.0
