treat,总流量,高峰流量,平均乘距,生活类,休闲类,文化类,商务类,设施类,人口
True,746.0,440.0,3276.17858197628,63.0,57.0,43.0,122.0,153.0,5970.0
True,4896.0,2694.0,4145.548951802501,46.0,76.0,16.0,35.0,60.0,6264.0
False,2238.0,1238.0,3360.072910909326,39.0,40.0,4.0,48.0,20.0,6969.0
True,20662.0,11718.0,5770.691122596293,127.0,201.0,53.0,323.0,330.0,4846.0
True,37410.0,20792.0,8762.63965077493,189.0,202.0,25.0,141.0,165.0,9247.0
True,17924.0,10098.0,5738.857250560848,197.0,224.0,30.0,107.0,215.0,10047.0
True,20996.0,11210.0,7570.046547895415,69.0,145.0,11.0,120.0,173.0,8341.0
True,1534.0,1074.0,5379.151059800757,59.0,58.0,11.0,34.0,81.0,6462.0
False,186.0,130.0,1189.2774287893633,33.0,47.0,27.0,80.0,72.0,1841.0
False,3634.0,2186.0,3864.4895370207823,10.0,11.0,9.0,12.0,44.0,2850.0
True,1290.0,802.0,5393.24085740672,67.0,58.0,39.0,84.0,194.0,2997.0
True,3302.0,1720.0,3294.9270190596126,258.0,507.0,106.0,152.0,179.0,2308.0
True,5656.0,3126.0,4570.313748827107,109.0,192.0,66.0,76.0,141.0,122.0
False,1588.0,942.0,4949.740152059084,0.0,0.0,0.0,7.0,8.0,702.0
True,232.0,126.0,3918.812265985362,371.0,489.0,126.0,433.0,1256.0,4080.0
False,94.0,52.0,1765.6424965001945,7.0,12.0,3.0,51.0,30.0,2457.0
False,358.0,288.0,1938.3712256364677,49.0,117.0,18.0,16.0,77.0,1578.0
True,4736.0,1998.0,3342.962499109324,70.0,68.0,13.0,87.0,84.0,13696.0
True,56014.0,29846.0,3659.493609792134,182.0,532.0,266.0,139.0,367.0,15769.0
False,6804.0,3926.0,9825.88730241638,2.0,1.0,1.0,6.0,8.0,6434.0
False,11974.0,6106.0,4149.963354062785,134.0,145.0,49.0,57.0,148.0,21552.0
False,11956.0,6818.0,4964.58732077071,35.0,147.0,30.0,37.0,123.0,13581.0
False,1700.0,960.0,328.31882173213523,124.0,188.0,54.0,99.0,68.0,13533.0
False,63732.0,34848.0,3963.4073724903087,129.0,250.0,65.0,84.0,206.0,13728.0
True,3784.0,2588.0,2409.533549970402,164.0,289.0,72.0,46.0,457.0,3482.0
False,512.0,224.0,3952.9981659660266,24.0,21.0,3.0,22.0,0.0,431.0
False,3056.0,1408.0,10097.13114841457,29.0,23.0,3.0,14.0,8.0,441.0
False,290.0,140.0,3330.366897183881,17.0,12.0,0.0,11.0,6.0,342.0
False,5218.0,2416.0,15688.808224733402,41.0,9.0,6.0,4.0,28.0,552.0
False,570.0,308.0,6306.869116492735,1.0,1.0,0.0,0.0,0.0,12.0
False,1264.0,596.0,7947.78159924713,29.0,9.0,7.0,5.0,1.0,307.0
False,58.0,16.0,2108.247780523792,2.0,0.0,0.0,0.0,0.0,14.0
False,1492.0,640.0,6499.270816409228,49.0,22.0,8.0,40.0,5.0,366.0
True,176.0,84.0,1490.6898760757008,57.0,62.0,27.0,94.0,102.0,3622.0
True,48.0,24.0,2434.969708538892,31.0,37.0,14.0,24.0,18.0,5673.0
False,190.0,138.0,829.6189589065339,16.0,27.0,3.0,42.0,76.0,1041.0
False,160.0,80.0,2232.195341986251,47.0,51.0,24.0,46.0,35.0,2471.0
False,3458.0,2208.0,3043.292876297515,52.0,56.0,41.0,70.0,40.0,2717.0
False,7012.0,3914.0,2513.406397735179,43.0,57.0,7.0,40.0,32.0,3131.0
True,30460.0,15906.0,6162.564962081351,96.0,250.0,95.0,100.0,187.0,2901.0
True,3116.0,1758.0,1824.0438077687768,122.0,161.0,56.0,90.0,134.0,3454.0
True,27198.0,14228.0,5446.708296723623,68.0,94.0,30.0,47.0,88.0,4895.0
False,2964.0,1690.0,2363.413163816132,89.0,88.0,23.0,96.0,80.0,3226.0
False,3254.0,1918.0,2776.21932647402,57.0,25.0,14.0,29.0,28.0,2019.0
True,1784.0,868.0,2838.1598191570483,105.0,212.0,79.0,121.0,174.0,3555.0
True,6.0,2.0,1335.2069795122427,86.0,255.0,79.0,134.0,226.0,1110.0
True,6078.0,3066.0,2126.26810356759,77.0,149.0,37.0,26.0,64.0,4727.0
False,3052.0,1756.0,2183.1994624337794,59.0,13.0,6.0,30.0,22.0,2776.0
False,3300.0,2114.0,2473.745575363007,175.0,145.0,26.0,100.0,82.0,5352.0
True,9888.0,5696.0,1721.226821407662,84.0,125.0,65.0,94.0,121.0,2983.0
True,41772.0,22658.0,5455.605117727553,357.0,473.0,145.0,186.0,529.0,18763.0
True,1956.0,1134.0,1965.313157237595,94.0,53.0,8.0,26.0,64.0,11392.0
True,3492.0,2360.0,4968.697121163865,3.0,5.0,2.0,34.0,24.0,7887.0
True,15434.0,9138.0,3926.776149593137,48.0,39.0,29.0,33.0,69.0,4474.0
True,11464.0,6402.0,2518.409956568161,188.0,495.0,82.0,149.0,430.0,11161.0
False,1082.0,606.0,5717.5422337486925,0.0,0.0,0.0,2.0,0.0,2625.0
True,20588.0,11268.0,3729.922548870283,211.0,351.0,73.0,129.0,533.0,6269.0
False,1012.0,474.0,4395.020133452621,17.0,14.0,12.0,76.0,16.0,286.0
False,5366.0,2292.0,522.057175461004,29.0,56.0,29.0,72.0,96.0,3737.0
True,8874.0,4960.0,2639.058823017112,23.0,57.0,12.0,47.0,32.0,11046.0
False,2706.0,1682.0,1363.4306794071315,5.0,12.0,8.0,23.0,12.0,4552.0
False,80.0,56.0,3318.0009401110437,51.0,72.0,5.0,50.0,47.0,3533.0
False,590.0,388.0,5715.46150105908,10.0,17.0,9.0,11.0,28.0,1410.0
True,14692.0,7656.0,1378.4007657286006,169.0,311.0,35.0,60.0,105.0,20485.0
False,4700.0,2614.0,8718.794911277015,4.0,11.0,2.0,35.0,42.0,1514.0
False,3548.0,2054.0,3736.659087467826,10.0,2.0,0.0,13.0,18.0,0.0
True,15624.0,8770.0,4655.457853834616,83.0,234.0,77.0,258.0,340.0,40251.0
True,6034.0,3656.0,2823.4860568554363,459.0,996.0,168.0,374.0,1878.0,5416.0
False,50.0,26.0,4162.849196412201,13.0,56.0,8.0,37.0,34.0,247.0
False,444.0,272.0,2006.8920066583792,35.0,23.0,9.0,66.0,52.0,7499.0
True,15190.0,8402.0,4771.319129003221,162.0,633.0,67.0,59.0,206.0,3697.0
True,26280.0,14016.0,5704.291394159335,109.0,437.0,39.0,30.0,152.0,2776.0
True,21540.0,10958.0,5381.63523122163,110.0,380.0,28.0,43.0,187.0,4060.0
True,66.0,32.0,931.8245959769124,53.0,95.0,27.0,30.0,12.0,3781.0
False,10890.0,5018.0,13302.085880309647,0.0,0.0,0.0,1.0,0.0,312.0
False,1412.0,718.0,1550.2119344011255,19.0,13.0,10.0,27.0,50.0,887.0
False,1056.0,666.0,2543.9953914337,93.0,127.0,46.0,50.0,96.0,1116.0
True,206.0,126.0,4386.740051718181,0.0,1.0,0.0,0.0,8.0,7195.0
True,53416.0,28778.0,3249.271298743452,199.0,220.0,45.0,150.0,145.0,8151.0
True,344.0,172.0,635.6050511899346,77.0,82.0,56.0,83.0,50.0,3406.0
False,2336.0,1470.0,1605.1670003279123,107.0,105.0,77.0,112.0,112.0,7975.0
False,6300.0,3366.0,4494.622988948792,45.0,57.0,5.0,124.0,36.0,1968.0
False,1258.0,812.0,4876.508216029652,10.0,83.0,13.0,66.0,68.0,1682.0
False,5220.0,3204.0,10369.372879961487,25.0,65.0,3.0,43.0,51.0,4974.0
False,1102.0,540.0,1326.901803109934,93.0,151.0,28.0,118.0,46.0,4163.0
False,2976.0,1384.0,3520.335765352835,48.0,45.0,7.0,78.0,26.0,4188.0
False,8874.0,5182.0,4494.516105914159,58.0,115.0,20.0,104.0,62.0,7285.0
False,15346.0,8894.0,6756.110603300894,139.0,135.0,53.0,105.0,120.0,7215.0
False,2174.0,1154.0,2121.1609193898416,2.0,8.0,0.0,23.0,14.0,8019.0
False,8080.0,4494.0,4397.467940661003,126.0,179.0,24.0,94.0,81.0,8438.0
False,3114.0,1836.0,2366.771744485,2.0,10.0,1.0,28.0,8.0,416.0
False,24.0,16.0,1953.9464010535933,44.0,119.0,26.0,37.0,30.0,9458.0
False,1044.0,554.0,2086.769138275677,21.0,12.0,4.0,18.0,14.0,1210.0
False,5758.0,2924.0,3194.5890586497367,24.0,13.0,7.0,22.0,27.0,924.0
True,4998.0,2788.0,3639.6335213642983,80.0,52.0,7.0,33.0,52.0,3965.0
False,27168.0,14748.0,4421.711282912305,103.0,106.0,19.0,67.0,144.0,19836.0
True,10292.0,5530.0,3424.852045125162,112.0,113.0,35.0,64.0,61.0,13795.0
True,2292.0,1244.0,3947.518942482377,57.0,90.0,18.0,81.0,54.0,14926.0
False,12386.0,7376.0,3052.0868002365587,106.0,47.0,10.0,46.0,56.0,3439.0
True,828.0,536.0,1917.585004245513,15.0,10.0,8.0,37.0,22.0,4011.0
False,16622.0,10146.0,3299.470650572068,39.0,62.0,15.0,47.0,14.0,4953.0
False,594.0,354.0,3732.439075556784,3.0,4.0,3.0,37.0,31.0,4046.0
False,7104.0,3736.0,2615.321000809824,18.0,25.0,9.0,27.0,12.0,2596.0
True,324.0,204.0,815.6766752329214,157.0,196.0,60.0,144.0,182.0,11917.0
True,24530.0,13384.0,4624.909187005215,42.0,83.0,23.0,55.0,47.0,4044.0
True,11956.0,6438.0,5588.13349224903,59.0,118.0,31.0,60.0,30.0,6504.0
True,12718.0,7354.0,1673.8072925517818,27.0,56.0,9.0,33.0,12.0,3616.0
True,996.0,590.0,1640.3022180777552,16.0,22.0,10.0,14.0,10.0,4170.0
True,38.0,32.0,1615.8732327981454,146.0,191.0,76.0,131.0,290.0,10161.0
True,20594.0,9896.0,3708.108120682002,68.0,110.0,49.0,84.0,70.0,5642.0
False,6.0,6.0,1490.263503085166,72.0,110.0,30.0,73.0,42.0,1439.0
False,28536.0,16810.0,3307.823882155784,37.0,36.0,17.0,46.0,64.0,10353.0
False,1488.0,860.0,2504.230226118262,22.0,7.0,5.0,36.0,25.0,5296.0
False,25190.0,13594.0,6355.44670385466,53.0,20.0,2.0,37.0,30.0,3630.0
False,4.0,2.0,458.8493633445895,51.0,60.0,9.0,55.0,24.0,3360.0
False,666.0,324.0,8650.99325230539,6.0,13.0,1.0,15.0,0.0,111.0
False,38766.0,23424.0,3272.5359774155186,48.0,40.0,10.0,65.0,57.0,10716.0
False,1062.0,552.0,2868.6694570286563,22.0,22.0,3.0,31.0,4.0,3493.0
False,11326.0,5420.0,3143.820826950556,35.0,14.0,6.0,54.0,24.0,15758.0
False,5808.0,3162.0,4258.532722787203,93.0,94.0,19.0,74.0,108.0,4267.0
False,1662.0,970.0,1833.91865060729,56.0,50.0,13.0,43.0,36.0,3948.0
False,48.0,26.0,2010.2599636104428,0.0,3.0,2.0,5.0,4.0,289.0
False,886.0,520.0,2381.807252501278,49.0,90.0,7.0,39.0,32.0,3933.0
False,12468.0,6464.0,5184.733383425064,60.0,67.0,14.0,59.0,38.0,3858.0
False,596.0,336.0,4496.609262829156,16.0,31.0,11.0,25.0,4.0,4621.0
False,7750.0,4258.0,2977.1836215600324,62.0,8.0,2.0,21.0,40.0,4184.0
True,26102.0,15534.0,5777.258250792151,176.0,233.0,70.0,91.0,188.0,27820.0
False,1238.0,778.0,5851.527826354245,10.0,5.0,4.0,28.0,16.0,8769.0
False,966.0,486.0,7446.307800667347,19.0,17.0,10.0,20.0,8.0,1190.0
False,6.0,2.0,3382.325206539883,4.0,6.0,5.0,8.0,24.0,728.0
False,912.0,450.0,3504.047550157784,15.0,29.0,2.0,44.0,40.0,3874.0
False,3366.0,1856.0,3209.9865113768456,34.0,48.0,16.0,13.0,32.0,1729.0
False,1432.0,700.0,3984.627337160809,71.0,47.0,11.0,45.0,20.0,3171.0
True,43594.0,24218.0,9675.571259374688,32.0,61.0,9.0,75.0,45.0,7016.0
True,628.0,298.0,10204.45282058592,20.0,22.0,13.0,33.0,29.0,1049.0
False,7356.0,4506.0,3396.216579988352,1.0,5.0,5.0,7.0,10.0,3408.0
False,4926.0,2836.0,3626.255836950878,19.0,29.0,1.0,43.0,28.0,2670.0
False,304.0,196.0,2855.5317113776864,10.0,17.0,6.0,44.0,26.0,2757.0
False,70.0,50.0,3610.826237952483,26.0,49.0,9.0,32.0,26.0,1533.0
False,42.0,34.0,2423.070624314904,89.0,89.0,10.0,67.0,69.0,3346.0
True,30.0,20.0,3557.744105077663,15.0,8.0,1.0,32.0,12.0,6999.0
True,172.0,114.0,1588.411709084556,15.0,8.0,1.0,32.0,12.0,6999.0
True,92.0,50.0,1565.2204273525592,19.0,24.0,9.0,44.0,14.0,5489.0
True,38.0,22.0,476.9083552594939,21.0,18.0,16.0,27.0,20.0,5767.0
True,1732.0,934.0,1559.9220731057433,42.0,89.0,29.0,37.0,26.0,4962.0
True,254.0,154.0,2573.7073476882288,59.0,242.0,35.0,12.0,219.0,0.0
True,25610.0,15614.0,3581.667175398353,188.0,333.0,103.0,146.0,312.0,2987.0
True,60.0,42.0,1762.0958685032028,48.0,29.0,28.0,47.0,156.0,0.0
True,17912.0,9658.0,4415.342494557839,65.0,109.0,39.0,57.0,107.0,0.0
True,39372.0,22980.0,7140.199914249779,343.0,546.0,168.0,224.0,751.0,18286.0
True,3784.0,1708.0,1645.9672291154077,95.0,101.0,22.0,27.0,152.0,11477.0
True,262.0,150.0,1966.2840035863003,78.0,80.0,18.0,20.0,130.0,16140.0
True,1026.0,608.0,1031.1416651043332,29.0,36.0,6.0,11.0,80.0,9247.0
True,662.0,326.0,746.49005395135,21.0,28.0,3.0,14.0,80.0,11033.0
True,17106.0,8968.0,3071.3120039405308,86.0,98.0,14.0,33.0,46.0,17648.0
True,1464.0,858.0,4132.193915496177,120.0,124.0,29.0,47.0,85.0,13485.0
True,196.0,126.0,2166.620264214386,196.0,97.0,25.0,95.0,106.0,3768.0
True,114.0,62.0,6517.772042167047,250.0,392.0,106.0,287.0,413.0,17657.0
True,5702.0,3374.0,2931.323444249763,241.0,494.0,55.0,162.0,208.0,17441.0
True,16.0,8.0,398.88480086621576,97.0,114.0,49.0,88.0,108.0,2168.0
False,2518.0,1352.0,2684.29920250052,26.0,34.0,10.0,31.0,28.0,3445.0
False,420.0,230.0,7105.59863087607,20.0,20.0,3.0,22.0,11.0,5079.0
False,3920.0,2144.0,6192.019002895874,22.0,3.0,2.0,24.0,16.0,2983.0
False,2558.0,1354.0,4766.028065663465,45.0,59.0,17.0,32.0,32.0,1649.0
False,1108.0,708.0,5020.335571208351,7.0,10.0,2.0,19.0,12.0,1573.0
True,650.0,346.0,3149.6516068321607,94.0,125.0,36.0,60.0,64.0,2263.0
False,102.0,58.0,5770.679455532813,0.0,0.0,0.0,0.0,0.0,1213.0
False,184.0,104.0,3424.2918654158766,32.0,30.0,1.0,35.0,12.0,1396.0
False,1044.0,622.0,2012.0147837976897,75.0,145.0,29.0,52.0,38.0,4397.0
False,774.0,450.0,3738.759833161417,36.0,41.0,31.0,34.0,48.0,3382.0
False,5018.0,2688.0,2023.5215953727547,104.0,149.0,86.0,75.0,232.0,11426.0
True,5304.0,2910.0,3445.2398288198115,157.0,266.0,36.0,99.0,282.0,12830.0
True,4428.0,2610.0,4068.2390323913664,85.0,71.0,56.0,89.0,263.0,7674.0
True,4498.0,2690.0,3575.0157732907905,62.0,80.0,19.0,84.0,143.0,6448.0
True,4678.0,3152.0,1486.6441523211072,68.0,125.0,20.0,75.0,136.0,5239.0
True,6842.0,3788.0,5774.000211668545,0.0,5.0,5.0,1.0,2.0,11955.0
False,14.0,4.0,2032.848471948324,5.0,3.0,5.0,2.0,2.0,12676.0
False,40.0,18.0,4371.948745190396,0.0,0.0,0.0,3.0,0.0,50.0
False,256.0,130.0,14945.909247673866,33.0,47.0,16.0,73.0,88.0,142.0
False,200.0,82.0,2225.656393733258,12.0,12.0,1.0,11.0,2.0,2771.0
False,2682.0,1468.0,3884.728240363953,14.0,16.0,9.0,37.0,59.0,3295.0
False,40.0,16.0,4381.596911849405,0.0,0.0,0.0,4.0,30.0,2542.0
False,272.0,150.0,1701.402313247553,1.0,0.0,0.0,12.0,8.0,55.0
False,1336.0,816.0,1978.2803860721224,0.0,2.0,0.0,4.0,10.0,3021.0
False,7990.0,4460.0,3909.569596316229,9.0,27.0,5.0,48.0,90.0,2627.0
True,2478.0,1466.0,3540.986438814089,0.0,0.0,0.0,0.0,0.0,134.0
False,1862.0,1128.0,4261.809366160134,6.0,3.0,1.0,16.0,18.0,3205.0
False,3024.0,1718.0,3305.1727422175227,4.0,6.0,3.0,9.0,14.0,5981.0
False,2962.0,1872.0,3594.482800323208,33.0,62.0,8.0,47.0,44.0,4104.0
False,836.0,646.0,6063.075551271135,80.0,39.0,12.0,40.0,116.0,8999.0
False,578.0,338.0,2324.9578064771667,92.0,174.0,41.0,67.0,47.0,3847.0
False,10986.0,6240.0,7333.329855655003,53.0,42.0,20.0,72.0,120.0,6434.0
True,8.0,8.0,2195.9339785936345,67.0,109.0,30.0,32.0,20.0,4994.0
True,1948.0,1154.0,9360.406332976288,20.0,12.0,10.0,4.0,20.0,9664.0
True,1476.0,1074.0,677.4398393186559,42.0,62.0,20.0,32.0,52.0,8785.0
False,2442.0,1548.0,6060.883894415608,47.0,61.0,19.0,27.0,41.0,5381.0
False,160.0,90.0,1212.70917883635,68.0,96.0,34.0,26.0,69.0,5081.0
False,1790.0,1042.0,1820.7012633334443,108.0,229.0,37.0,56.0,93.0,9466.0
True,4998.0,2978.0,1947.1314477750411,54.0,125.0,38.0,71.0,116.0,10693.0
True,12.0,6.0,307.29202138930964,90.0,143.0,21.0,66.0,37.0,2874.0
False,2938.0,2054.0,1161.4474897903224,26.0,21.0,13.0,13.0,22.0,6872.0
False,5012.0,2900.0,4405.356719807372,6.0,20.0,4.0,25.0,26.0,3463.0
False,270.0,152.0,2982.5502220651188,0.0,2.0,2.0,0.0,6.0,85.0
False,2064.0,1144.0,8286.551903144024,0.0,9.0,4.0,13.0,4.0,2098.0
False,1898.0,1232.0,9970.602736497263,63.0,84.0,13.0,55.0,63.0,7149.0
True,1160.0,654.0,2256.797469757065,138.0,260.0,48.0,75.0,150.0,2294.0
True,27502.0,15146.0,2881.6492900776548,76.0,91.0,109.0,139.0,282.0,16164.0
True,1050.0,546.0,1999.80377543467,239.0,630.0,229.0,719.0,667.0,11873.0
False,2640.0,1606.0,2831.8374494015698,62.0,65.0,46.0,46.0,48.0,9817.0
False,76.0,34.0,780.8005439267719,3.0,3.0,1.0,17.0,20.0,4431.0
False,5358.0,3014.0,2972.5109367909004,22.0,32.0,6.0,27.0,52.0,7309.0
True,660.0,410.0,1284.6143759661666,29.0,43.0,18.0,35.0,26.0,3279.0
False,2328.0,1412.0,2545.4825702159947,107.0,199.0,45.0,62.0,87.0,10229.0
False,7336.0,3942.0,2092.575904699923,206.0,331.0,112.0,104.0,272.0,4192.0
False,2976.0,1722.0,1831.7433773587263,0.0,11.0,10.0,29.0,8.0,8666.0
False,1240.0,720.0,2007.1111245736067,39.0,37.0,11.0,12.0,112.0,3345.0
False,3416.0,1848.0,5326.9723318870565,66.0,16.0,11.0,32.0,54.0,4650.0
False,704.0,478.0,2609.172805507745,1.0,6.0,0.0,11.0,12.0,6127.0
False,4434.0,2244.0,2450.2193442792973,48.0,109.0,16.0,55.0,38.0,3517.0
False,4752.0,2578.0,7301.159312784885,0.0,0.0,0.0,0.0,0.0,4940.0
True,1690.0,1008.0,2223.6265904534976,23.0,37.0,6.0,24.0,15.0,6059.0
False,1054.0,612.0,5458.091455236287,14.0,21.0,1.0,28.0,10.0,1720.0
False,5300.0,3606.0,1679.673905621916,41.0,54.0,15.0,70.0,42.0,4367.0
False,56.0,28.0,2821.841475800918,0.0,1.0,3.0,0.0,0.0,191.0
True,166486.0,94968.0,2884.7850079038285,20.0,15.0,13.0,73.0,46.0,5624.0
True,68.0,40.0,4160.595643190515,159.0,369.0,103.0,266.0,231.0,4312.0
True,430.0,242.0,6464.21906084756,193.0,369.0,84.0,219.0,224.0,4133.0
False,962.0,536.0,5243.726813187486,8.0,12.0,5.0,13.0,2.0,2600.0
False,6286.0,3222.0,3140.8398103118584,54.0,39.0,18.0,46.0,30.0,3296.0
True,11854.0,6434.0,1336.3626655574722,220.0,426.0,66.0,146.0,177.0,11441.0
True,2682.0,1732.0,1682.726842413462,70.0,95.0,50.0,121.0,324.0,6210.0
True,6064.0,3364.0,2599.3570004847684,67.0,136.0,34.0,45.0,538.0,5242.0
True,1942.0,1112.0,1150.6298818030095,115.0,171.0,40.0,46.0,60.0,2952.0
False,4000.0,2264.0,2015.251425576735,0.0,0.0,1.0,2.0,0.0,7952.0
False,2366.0,1344.0,4562.303027997543,34.0,34.0,23.0,12.0,92.0,5649.0
True,13486.0,7406.0,7029.774047636424,17.0,33.0,18.0,65.0,149.0,4067.0
True,14854.0,7854.0,4686.323853280782,4.0,51.0,54.0,15.0,74.0,4825.0
True,958.0,536.0,6183.4912778332655,0.0,9.0,10.0,2.0,36.0,2116.0
True,4528.0,2538.0,5723.072957120128,26.0,26.0,21.0,35.0,38.0,2407.0
True,514.0,334.0,3797.673642875108,16.0,46.0,52.0,34.0,112.0,6403.0
False,4726.0,2556.0,5396.94996415336,38.0,61.0,15.0,43.0,22.0,1458.0
True,7856.0,4052.0,4321.143441426524,204.0,192.0,151.0,430.0,454.0,15934.0
True,32432.0,17602.0,5169.897064257012,280.0,302.0,155.0,258.0,429.0,25757.0
False,1466.0,760.0,3346.746960023378,67.0,144.0,23.0,37.0,24.0,2140.0
False,1844.0,1014.0,6037.521860331061,4.0,5.0,1.0,34.0,18.0,578.0
False,5268.0,3234.0,1594.861205914947,21.0,42.0,19.0,67.0,49.0,3719.0
True,8.0,8.0,912.4334263386664,108.0,200.0,56.0,97.0,91.0,12324.0
True,8028.0,4986.0,4626.770517927496,43.0,81.0,22.0,21.0,51.0,8814.0
True,6600.0,4034.0,5617.6227398065785,57.0,62.0,12.0,88.0,55.0,19524.0
True,20.0,10.0,3377.910060984216,89.0,130.0,28.0,61.0,88.0,6668.0
True,64.0,24.0,2587.003631526813,7.0,6.0,1.0,34.0,46.0,7958.0
False,2.0,2.0,1594.1926888683115,60.0,30.0,21.0,67.0,48.0,15299.0
True,39676.0,24480.0,3090.0753359034275,166.0,298.0,65.0,134.0,162.0,17318.0
True,5604.0,3426.0,996.5970491574992,52.0,99.0,19.0,81.0,74.0,16207.0
False,6956.0,4422.0,6747.873736297497,130.0,115.0,19.0,89.0,60.0,14926.0
True,36.0,24.0,2227.397098186146,56.0,106.0,32.0,33.0,50.0,7292.0
True,6930.0,4210.0,2747.118039869595,6.0,6.0,5.0,5.0,28.0,13080.0
True,740.0,442.0,1324.525956160233,157.0,226.0,56.0,64.0,66.0,5641.0
True,3908.0,2374.0,4357.037871446388,45.0,74.0,11.0,19.0,28.0,7939.0
True,9456.0,5894.0,4331.129399847564,76.0,136.0,32.0,99.0,85.0,13302.0
True,5316.0,3282.0,1012.48354307068,65.0,117.0,31.0,45.0,32.0,6630.0
False,348.0,190.0,2037.194321796632,84.0,69.0,15.0,65.0,58.0,19085.0
True,708.0,428.0,4240.060298939506,37.0,1.0,0.0,39.0,77.0,9390.0
False,124.0,64.0,1631.6173510520048,22.0,41.0,9.0,42.0,58.0,3292.0
True,9114.0,5006.0,1672.7292791559885,66.0,47.0,17.0,95.0,63.0,4848.0
False,244.0,116.0,3192.8331074454954,2.0,7.0,9.0,2.0,7.0,6.0
False,736.0,534.0,177.0758389034516,83.0,86.0,15.0,52.0,110.0,4159.0
True,32758.0,19532.0,4451.38178531933,1.0,3.0,5.0,8.0,28.0,10706.0
False,1718.0,1010.0,2806.8762547354145,0.0,10.0,2.0,42.0,18.0,755.0
False,242.0,112.0,3968.373820447089,2.0,1.0,0.0,20.0,22.0,382.0
True,1228.0,690.0,2722.6221828082043,39.0,20.0,14.0,26.0,158.0,5364.0
False,1420.0,774.0,1851.29337322706,0.0,0.0,0.0,4.0,8.0,1207.0
True,426.0,256.0,5560.12036804487,121.0,150.0,66.0,341.0,294.0,7815.0
False,3122.0,1682.0,3777.4535719437376,2.0,11.0,17.0,5.0,22.0,3515.0
True,42.0,28.0,1114.2414396031545,110.0,206.0,55.0,82.0,119.0,4399.0
True,38400.0,23528.0,2345.282910173529,219.0,270.0,71.0,169.0,155.0,12272.0
False,382.0,230.0,8499.128441199688,13.0,19.0,6.0,28.0,30.0,672.0
False,1866.0,1184.0,6982.865073548912,3.0,0.0,1.0,7.0,8.0,3246.0
False,2826.0,1624.0,8284.468390548183,21.0,16.0,5.0,25.0,26.0,1095.0
False,2668.0,1580.0,5680.109429360848,12.0,8.0,6.0,14.0,24.0,6266.0
True,6380.0,3256.0,3165.235923788914,77.0,171.0,43.0,47.0,166.0,16215.0
True,22348.0,13248.0,5543.42804482102,191.0,589.0,85.0,138.0,693.0,29129.0
True,40132.0,21098.0,4208.787148156779,326.0,665.0,316.0,665.0,1186.0,10770.0
False,250.0,108.0,1734.4466481267875,77.0,9.0,10.0,7.0,4.0,319.0
False,1318.0,800.0,2457.9007199790435,118.0,18.0,5.0,41.0,44.0,3486.0
False,840.0,544.0,2162.1379474698783,157.0,55.0,22.0,106.0,124.0,5861.0
False,340.0,180.0,3131.7175098638813,6.0,1.0,3.0,17.0,18.0,1976.0
False,4040.0,2212.0,5989.826087641611,48.0,134.0,7.0,33.0,30.0,2927.0
False,550.0,328.0,4846.200611020164,47.0,91.0,6.0,30.0,36.0,2927.0
False,1502.0,920.0,6285.825586668352,67.0,138.0,14.0,47.0,51.0,2020.0
False,10212.0,6370.0,2657.524995064678,55.0,135.0,33.0,60.0,122.0,5293.0
True,5974.0,4152.0,1490.656301776534,110.0,141.0,36.0,87.0,86.0,2335.0
False,170.0,94.0,2829.8908021627976,34.0,20.0,16.0,36.0,44.0,3564.0
False,12764.0,6046.0,5406.250614293719,20.0,25.0,10.0,16.0,32.0,3335.0
True,624.0,498.0,3464.27580538039,53.0,27.0,4.0,46.0,52.0,15006.0
True,82.0,40.0,5544.2423132129325,53.0,27.0,4.0,46.0,52.0,15006.0
False,18620.0,10958.0,3671.9367911754566,56.0,66.0,34.0,86.0,117.0,5327.0
True,24776.0,14442.0,6468.183630543591,171.0,131.0,45.0,202.0,217.0,7331.0
True,952.0,528.0,2427.2777965749488,56.0,70.0,18.0,55.0,50.0,6494.0
False,54.0,42.0,3327.62107102994,41.0,46.0,14.0,65.0,60.0,8783.0
True,44478.0,25190.0,6334.421495258558,175.0,268.0,68.0,162.0,134.0,25636.0
False,66038.0,35596.0,4109.411839724628,78.0,149.0,38.0,73.0,87.0,6170.0
False,1428.0,850.0,1284.964657628029,175.0,293.0,113.0,178.0,206.0,5537.0
True,3522.0,2188.0,1989.976349751784,76.0,117.0,33.0,100.0,82.0,19236.0
True,31494.0,16790.0,3958.326248325543,153.0,215.0,60.0,132.0,171.0,4391.0
True,22044.0,11990.0,4107.196283190604,64.0,84.0,56.0,175.0,42.0,6136.0
False,59036.0,33914.0,3194.082707531697,231.0,335.0,80.0,136.0,391.0,5497.0
True,2470.0,1348.0,2671.4086931070456,90.0,37.0,10.0,69.0,71.0,12121.0
False,22940.0,11304.0,4447.837348562117,55.0,64.0,25.0,36.0,115.0,3286.0
False,2780.0,1828.0,1545.514480505417,69.0,192.0,35.0,76.0,134.0,5680.0
False,2310.0,1530.0,1127.1333132599505,69.0,192.0,35.0,76.0,134.0,5680.0
False,3830.0,2182.0,2581.6638269613204,69.0,192.0,35.0,76.0,134.0,5680.0
True,30.0,22.0,6340.069357144317,25.0,24.0,32.0,110.0,142.0,3930.0
False,50434.0,26970.0,4553.795007234136,69.0,192.0,35.0,76.0,134.0,5680.0
