treat,总流量,高峰流量,平均乘距,生活类,休闲类,文化类,商务类,设施类,人口
False,204.0,88.0,5134.399681926849,0.0,3.0,0.0,0.0,4.0,9.0
True,9386.0,5372.0,2895.989491888193,120.0,140.0,27.0,52.0,64.0,12954.0
False,36.0,16.0,1643.947710871207,29.0,72.0,8.0,7.0,38.0,0.0
False,896.0,534.0,12359.425911106762,50.0,142.0,11.0,10.0,36.0,0.0
False,35776.0,20140.0,3927.0298446829247,10.0,40.0,8.0,17.0,34.0,9825.0
False,324.0,178.0,590.8614582426982,37.0,63.0,9.0,22.0,26.0,11545.0
False,80.0,32.0,2984.801379826377,17.0,17.0,9.0,10.0,6.0,367.0
False,15442.0,8744.0,8414.277730659422,130.0,333.0,33.0,82.0,86.0,11799.0
False,992.0,600.0,4505.586639835919,4.0,16.0,1.0,0.0,6.0,3919.0
False,28.0,16.0,9487.31650936709,0.0,0.0,0.0,1.0,0.0,108.0
True,7234.0,4004.0,3045.82551954379,138.0,158.0,40.0,29.0,54.0,9241.0
False,16730.0,9248.0,3004.6294769850674,37.0,43.0,7.0,26.0,54.0,5100.0
True,398.0,242.0,7162.3749872819935,11.0,17.0,5.0,4.0,24.0,4436.0
False,540.0,318.0,2599.429105150265,8.0,2.0,0.0,3.0,6.0,2316.0
True,4536.0,2414.0,4413.640273791842,2.0,21.0,3.0,5.0,8.0,1416.0
True,13368.0,7952.0,5319.093281568049,83.0,104.0,17.0,82.0,70.0,6812.0
True,39466.0,20970.0,6979.658124914737,154.0,496.0,42.0,186.0,132.0,9595.0
False,1098.0,638.0,2244.001948567473,0.0,3.0,5.0,2.0,4.0,1234.0
True,9148.0,4744.0,6190.293228594785,76.0,44.0,15.0,11.0,46.0,14490.0
True,18168.0,10168.0,3532.29624522936,134.0,311.0,31.0,39.0,38.0,16648.0
True,2200.0,1172.0,12571.949584546894,248.0,512.0,69.0,70.0,54.0,29611.0
True,6664.0,3986.0,2350.48948519698,199.0,547.0,58.0,43.0,68.0,28626.0
True,1414.0,724.0,4617.138315277624,207.0,408.0,155.0,142.0,118.0,9688.0
True,902.0,526.0,5189.594913456876,31.0,38.0,3.0,9.0,36.0,2353.0
True,1782.0,1242.0,3266.9730460153723,35.0,55.0,6.0,32.0,12.0,1916.0
True,35482.0,18802.0,5176.924362818041,92.0,219.0,14.0,128.0,10.0,2915.0
True,12654.0,7572.0,7587.156949620777,24.0,37.0,65.0,77.0,14.0,6043.0
False,158.0,96.0,1362.8612857071646,0.0,0.0,0.0,2.0,2.0,4918.0
False,2218.0,1524.0,1151.914295876983,0.0,0.0,0.0,2.0,2.0,3371.0
False,5728.0,2922.0,9327.304329465782,39.0,131.0,62.0,16.0,54.0,2375.0
False,12374.0,6366.0,7006.6089478533895,3.0,0.0,1.0,13.0,8.0,0.0
False,1418.0,774.0,8336.947299049136,0.0,0.0,1.0,1.0,2.0,1621.0
True,2044.0,1166.0,4074.204855670053,104.0,100.0,36.0,76.0,126.0,7395.0
True,35356.0,19186.0,6906.870873906973,83.0,245.0,7.0,10.0,24.0,1913.0
True,1568.0,796.0,6859.338745203958,28.0,106.0,8.0,18.0,30.0,2453.0
True,55774.0,31604.0,6194.77138238124,36.0,61.0,20.0,29.0,48.0,7952.0
True,6172.0,3006.0,8706.9062855389,35.0,57.0,21.0,35.0,48.0,8392.0
True,2204.0,1148.0,3363.7633130584504,16.0,35.0,112.0,16.0,14.0,7566.0
False,5000.0,2760.0,5608.995993551491,11.0,29.0,5.0,4.0,8.0,1314.0
False,1814.0,1026.0,5261.265337458477,4.0,0.0,4.0,3.0,4.0,967.0
False,1520.0,858.0,2399.3085145915784,72.0,45.0,5.0,13.0,20.0,4784.0
True,4196.0,2122.0,3799.102246611814,2.0,2.0,1.0,4.0,4.0,1575.0
False,1100.0,624.0,1423.4434803946544,31.0,132.0,9.0,9.0,14.0,1715.0
False,5382.0,2722.0,2052.290276097898,28.0,114.0,9.0,13.0,12.0,1593.0
True,384.0,208.0,7689.578168018691,0.0,5.0,5.0,2.0,16.0,615.0
True,51182.0,29204.0,4514.713353333796,43.0,70.0,10.0,12.0,12.0,4645.0
True,78.0,54.0,4495.038214261075,20.0,41.0,5.0,11.0,12.0,5003.0
True,1976.0,1188.0,3922.280605465452,53.0,72.0,4.0,7.0,10.0,17699.0
True,34176.0,19196.0,8120.376586169475,95.0,126.0,38.0,130.0,114.0,4370.0
False,1098.0,634.0,3614.601248283224,226.0,760.0,43.0,38.0,14.0,2614.0
False,312.0,188.0,6732.670559363366,19.0,31.0,2.0,2.0,18.0,2226.0
False,140.0,90.0,1290.3836704524542,22.0,33.0,1.0,4.0,2.0,1216.0
False,1458.0,870.0,1115.8066492846108,79.0,194.0,62.0,51.0,60.0,6867.0
False,1154.0,514.0,2025.449238911123,63.0,105.0,9.0,101.0,28.0,9878.0
False,13860.0,6424.0,1977.4363836733048,0.0,1.0,1.0,0.0,6.0,16439.0
True,53024.0,32874.0,1590.683373414563,82.0,285.0,42.0,52.0,52.0,9579.0
True,39250.0,21898.0,4049.04807807592,90.0,98.0,5.0,18.0,8.0,9177.0
True,4198.0,2382.0,5457.669768683277,0.0,2.0,2.0,0.0,0.0,11943.0
False,46302.0,26870.0,1822.956155632355,105.0,271.0,40.0,28.0,20.0,8693.0
True,6408.0,3470.0,3477.858461830689,3.0,4.0,1.0,7.0,0.0,11552.0
True,21700.0,11544.0,4894.093029494051,220.0,682.0,40.0,100.0,92.0,19030.0
True,5040.0,2140.0,9973.972090862604,138.0,195.0,33.0,58.0,164.0,5169.0
False,2268.0,1318.0,1876.235149849592,0.0,5.0,1.0,0.0,2.0,3522.0
False,28862.0,14024.0,1740.871546638908,185.0,630.0,66.0,75.0,98.0,16713.0
False,1798.0,950.0,2648.9478542474217,15.0,48.0,3.0,4.0,0.0,3840.0
True,9050.0,4712.0,1128.731316004609,34.0,112.0,20.0,23.0,28.0,1994.0
True,10816.0,6020.0,10155.83482514494,26.0,54.0,30.0,39.0,34.0,3386.0
False,19124.0,10638.0,2366.2969689963797,9.0,29.0,1.0,6.0,0.0,2869.0
False,648.0,366.0,7378.120102376847,1.0,2.0,1.0,1.0,2.0,2233.0
False,1034.0,638.0,11663.330497029365,0.0,4.0,2.0,2.0,8.0,1492.0
False,68.0,32.0,855.3342848801734,23.0,49.0,7.0,2.0,8.0,1085.0
True,156520.0,86032.0,3337.044928588597,319.0,469.0,36.0,59.0,72.0,5326.0
False,20486.0,11586.0,3873.796196548418,323.0,616.0,51.0,186.0,50.0,3059.0
False,16390.0,9512.0,3022.4568567076494,127.0,199.0,33.0,59.0,36.0,2960.0
True,6748.0,3270.0,8574.899945963842,67.0,154.0,32.0,27.0,46.0,9431.0
False,5416.0,2678.0,11065.448463182309,103.0,124.0,49.0,96.0,98.0,12857.0
False,14086.0,8058.0,3639.334386676818,18.0,31.0,5.0,15.0,8.0,5224.0
False,3240.0,1632.0,6286.355082415753,17.0,112.0,19.0,4.0,8.0,3120.0
True,9478.0,5156.0,9078.873729440516,15.0,41.0,17.0,22.0,16.0,560.0
False,508.0,294.0,9593.102432144728,1.0,7.0,4.0,0.0,6.0,783.0
True,524.0,300.0,8563.505067477607,9.0,21.0,16.0,9.0,10.0,1019.0
True,1338.0,652.0,11992.682855609291,46.0,38.0,14.0,29.0,40.0,2718.0
True,6586.0,3916.0,2547.3107861544167,44.0,99.0,10.0,49.0,10.0,3957.0
False,604.0,350.0,1229.3755652223251,166.0,306.0,10.0,33.0,12.0,9377.0
False,1956.0,1060.0,2038.54290007734,60.0,109.0,6.0,13.0,8.0,11037.0
False,32.0,16.0,2154.90502947997,74.0,143.0,9.0,16.0,10.0,11783.0
False,112.0,62.0,2606.1197057312406,119.0,290.0,14.0,14.0,16.0,6002.0
False,3420.0,1934.0,2845.71354642787,65.0,48.0,1.0,3.0,4.0,5532.0
False,358.0,208.0,3307.0068679988685,50.0,26.0,1.0,1.0,2.0,4782.0
False,1028.0,586.0,1841.183154530006,7.0,47.0,2.0,5.0,4.0,10287.0
False,5788.0,2988.0,11341.413068525766,83.0,188.0,4.0,8.0,12.0,6969.0
False,190.0,100.0,2600.0741945485875,35.0,66.0,2.0,8.0,14.0,2862.0
True,9934.0,4500.0,2020.551269905123,174.0,212.0,26.0,51.0,166.0,526.0
True,8908.0,4612.0,7907.754796212415,182.0,517.0,38.0,49.0,32.0,1410.0
True,6.0,2.0,5884.919580073448,102.0,247.0,22.0,46.0,48.0,1858.0
False,3174.0,2144.0,2626.7706415611174,53.0,182.0,11.0,11.0,14.0,1967.0
True,1830.0,912.0,2137.799770983139,41.0,106.0,13.0,10.0,48.0,10454.0
False,9368.0,5330.0,5707.497095932235,0.0,1.0,0.0,2.0,2.0,152.0
False,8.0,0.0,2208.921960406951,2.0,3.0,1.0,1.0,6.0,705.0
False,20.0,14.0,3685.6349035728217,17.0,42.0,6.0,2.0,2.0,1883.0
False,50.0,30.0,4204.638012617279,9.0,29.0,4.0,8.0,4.0,1657.0
False,156.0,80.0,4959.6641397200165,15.0,33.0,2.0,6.0,12.0,4844.0
False,9298.0,5042.0,6590.114506707582,5.0,17.0,4.0,5.0,4.0,3782.0
False,108.0,52.0,7536.68020797509,76.0,101.0,8.0,32.0,8.0,5236.0
False,186.0,110.0,2803.1494267761605,18.0,61.0,1.0,9.0,4.0,4706.0
True,4848.0,2198.0,1686.213482470446,229.0,705.0,77.0,119.0,114.0,19106.0
True,5910.0,2692.0,2988.484709945739,180.0,177.0,76.0,104.0,118.0,14666.0
False,12224.0,6794.0,3518.4440170885987,87.0,197.0,13.0,21.0,58.0,11256.0
False,28138.0,14618.0,7839.37401073957,40.0,49.0,3.0,7.0,6.0,4501.0
False,3560.0,2290.0,1807.9593190796727,66.0,61.0,5.0,14.0,10.0,3956.0
True,17564.0,8420.0,4513.729778136047,218.0,171.0,14.0,30.0,64.0,2858.0
True,16752.0,8280.0,5209.860877717613,376.0,204.0,21.0,53.0,56.0,5282.0
True,10268.0,5180.0,3122.345826094549,173.0,465.0,23.0,31.0,34.0,3709.0
True,13948.0,7592.0,2595.084754210769,434.0,693.0,31.0,50.0,62.0,4951.0
False,4622.0,2494.0,3341.325497481505,0.0,5.0,1.0,3.0,10.0,940.0
False,1240.0,648.0,2992.599487904094,2.0,1.0,1.0,1.0,2.0,1026.0
False,35854.0,19284.0,3429.500796742376,27.0,65.0,1.0,39.0,2.0,14874.0
False,14232.0,7644.0,11488.9802919925,0.0,1.0,1.0,0.0,0.0,482.0
True,24706.0,12616.0,7136.787162768247,113.0,300.0,17.0,22.0,36.0,4164.0
False,1852.0,1018.0,1475.480565631862,83.0,254.0,17.0,31.0,16.0,2275.0
False,43348.0,23098.0,3304.602564684344,224.0,1143.0,63.0,154.0,94.0,7272.0
False,1324.0,886.0,895.7356000284316,98.0,204.0,20.0,44.0,60.0,10049.0
False,56794.0,30908.0,3830.517710278245,98.0,190.0,7.0,51.0,38.0,7714.0
True,5680.0,3060.0,3598.276052774398,0.0,11.0,1.0,7.0,20.0,1271.0
True,464.0,334.0,12878.475143636131,22.0,56.0,9.0,14.0,26.0,2034.0
False,2322.0,1388.0,3389.785484195679,4.0,10.0,0.0,5.0,4.0,2081.0
False,278.0,142.0,2438.923956388355,21.0,35.0,1.0,11.0,4.0,2513.0
False,2154.0,1084.0,3771.622248577262,23.0,50.0,2.0,5.0,4.0,2432.0
False,12252.0,6672.0,4939.072313859627,22.0,33.0,7.0,5.0,10.0,1872.0
False,1064.0,628.0,14092.594405306403,24.0,44.0,7.0,5.0,10.0,2790.0
False,7038.0,3682.0,6256.856592796765,65.0,178.0,10.0,19.0,20.0,3304.0
True,18996.0,10564.0,8288.307402154953,66.0,75.0,24.0,71.0,56.0,22898.0
True,3918.0,1988.0,4285.114385108228,89.0,139.0,29.0,22.0,44.0,7555.0
False,468.0,324.0,2983.2351968205,11.0,9.0,0.0,2.0,2.0,1824.0
True,80.0,66.0,3101.0509021560943,62.0,120.0,6.0,24.0,30.0,6279.0
True,54786.0,26754.0,3855.28364527933,67.0,218.0,6.0,30.0,12.0,11963.0
True,56214.0,29122.0,5809.683029861293,116.0,284.0,7.0,36.0,28.0,9338.0
True,9892.0,5200.0,6608.071200015355,124.0,270.0,18.0,21.0,26.0,1608.0
False,10246.0,5614.0,4658.388453869583,69.0,185.0,6.0,18.0,2.0,14635.0
False,8510.0,4546.0,4209.90419157817,33.0,107.0,5.0,10.0,8.0,5624.0
False,13912.0,7516.0,7445.559262418823,60.0,119.0,10.0,7.0,12.0,2818.0
False,13006.0,7196.0,5951.725197239772,91.0,270.0,29.0,7.0,4.0,4057.0
False,3526.0,2016.0,7269.020801811088,62.0,250.0,15.0,7.0,4.0,3376.0
False,360.0,226.0,3575.5675539547565,66.0,113.0,28.0,58.0,66.0,10808.0
False,4434.0,2416.0,2697.079180171098,25.0,44.0,12.0,17.0,10.0,12129.0
False,8906.0,5034.0,3251.247855855322,29.0,102.0,8.0,13.0,14.0,6604.0
False,2792.0,1836.0,1516.427963546567,37.0,139.0,6.0,54.0,6.0,6844.0
True,8480.0,5018.0,8348.158395463995,78.0,131.0,34.0,53.0,62.0,6217.0
False,338.0,194.0,7314.64669088549,6.0,5.0,1.0,0.0,2.0,117.0
False,432.0,260.0,1557.2029136144856,42.0,91.0,12.0,9.0,14.0,6935.0
True,402.0,182.0,2304.976960966608,43.0,19.0,2.0,12.0,32.0,8535.0
False,13332.0,6566.0,4496.678814671594,84.0,75.0,2.0,5.0,4.0,4191.0
True,8368.0,4138.0,2994.301359846076,64.0,90.0,15.0,29.0,24.0,16180.0
False,28838.0,15414.0,2514.122134878134,65.0,93.0,7.0,51.0,26.0,8616.0
False,26384.0,15616.0,2796.931374002231,5.0,11.0,2.0,2.0,16.0,3792.0
False,1222.0,622.0,2992.1108013911,64.0,173.0,16.0,14.0,10.0,1908.0
True,4324.0,2250.0,8641.310786667631,206.0,575.0,73.0,94.0,72.0,10549.0
False,150.0,70.0,3913.271335384875,0.0,4.0,1.0,1.0,0.0,248.0
False,4188.0,2272.0,3572.8486589789877,36.0,93.0,8.0,19.0,4.0,1082.0
False,15762.0,8736.0,5625.94143987472,66.0,94.0,4.0,5.0,4.0,5082.0
False,688.0,444.0,1492.8052794034506,17.0,6.0,0.0,2.0,6.0,3421.0
False,14444.0,7664.0,6777.098606528058,58.0,103.0,3.0,10.0,6.0,2279.0
False,508.0,338.0,1526.603854085481,70.0,213.0,22.0,23.0,10.0,4669.0
False,1116.0,754.0,1089.29472457398,92.0,218.0,17.0,19.0,24.0,1993.0
False,2328.0,1270.0,6023.13265825879,280.0,560.0,31.0,98.0,108.0,12901.0
False,396.0,220.0,3895.0333267135297,6.0,7.0,0.0,1.0,4.0,320.0
False,542.0,302.0,1962.6877600679916,115.0,253.0,17.0,10.0,18.0,3575.0
False,400.0,206.0,1997.3299339170944,69.0,201.0,10.0,14.0,10.0,2117.0
False,6346.0,3386.0,2366.432947155306,88.0,133.0,9.0,9.0,16.0,3083.0
True,23672.0,12400.0,4210.600599359143,91.0,258.0,26.0,13.0,14.0,4083.0
False,4648.0,2466.0,17754.4508466074,0.0,1.0,0.0,0.0,0.0,1253.0
True,25306.0,12794.0,5365.807879791798,83.0,279.0,25.0,112.0,92.0,10860.0
True,18428.0,8902.0,7224.316618259976,64.0,387.0,23.0,88.0,76.0,9323.0
True,27472.0,14110.0,5334.571958298379,135.0,853.0,38.0,150.0,168.0,10214.0
True,25350.0,13636.0,4623.85327103954,107.0,88.0,45.0,77.0,52.0,156.0
False,1836.0,1022.0,5833.947898977765,12.0,40.0,0.0,6.0,6.0,2764.0
False,13270.0,6464.0,3053.5702498769965,245.0,1076.0,82.0,243.0,92.0,11497.0
True,7398.0,4220.0,5854.096586431399,74.0,126.0,28.0,36.0,74.0,8400.0
False,5186.0,2938.0,4430.448808126129,47.0,90.0,3.0,15.0,14.0,8735.0
True,3478.0,1828.0,3355.152995758953,422.0,493.0,20.0,120.0,86.0,3392.0
True,1698.0,862.0,9298.89023054384,88.0,209.0,9.0,42.0,24.0,1325.0
False,20.0,12.0,8278.744360177716,5.0,14.0,7.0,7.0,24.0,1839.0
True,130.0,94.0,945.3485962009454,11.0,31.0,2.0,10.0,14.0,4708.0
True,1274.0,720.0,6727.780445982161,0.0,5.0,1.0,3.0,12.0,1969.0
True,6682.0,3476.0,14473.827509061335,113.0,163.0,38.0,74.0,52.0,7379.0
False,4030.0,2308.0,3144.226926789682,45.0,94.0,19.0,51.0,40.0,5443.0
False,602.0,306.0,2039.094522451131,17.0,24.0,2.0,2.0,4.0,1071.0
False,9808.0,5240.0,3647.197739708676,18.0,27.0,3.0,3.0,20.0,5784.0
False,3446.0,1770.0,2734.438870192352,70.0,187.0,19.0,26.0,40.0,7133.0
False,1772.0,1114.0,3656.677424441612,165.0,426.0,19.0,19.0,14.0,6036.0
False,2978.0,1722.0,7209.048642145472,42.0,153.0,7.0,17.0,22.0,5524.0
False,692.0,396.0,1265.791181553555,120.0,321.0,7.0,26.0,12.0,6181.0
True,9940.0,5128.0,2981.342736255697,5.0,17.0,1.0,8.0,4.0,3318.0
True,102482.0,53746.0,6096.527138986698,59.0,415.0,19.0,9.0,44.0,3220.0
True,56880.0,31592.0,3447.9636376426524,94.0,371.0,41.0,42.0,76.0,5094.0
False,418.0,186.0,26363.769580985383,10.0,22.0,5.0,5.0,4.0,2912.0
True,1330.0,854.0,1436.0215186001808,102.0,241.0,16.0,47.0,20.0,3020.0
True,8678.0,5148.0,3231.3902882268817,129.0,177.0,26.0,20.0,64.0,2671.0
True,9664.0,5142.0,2227.784989843694,17.0,24.0,6.0,7.0,18.0,3188.0
False,15034.0,8480.0,4116.427139932377,65.0,149.0,13.0,17.0,16.0,1539.0
False,2478.0,1448.0,3486.851766828032,17.0,37.0,2.0,4.0,2.0,2317.0
False,8874.0,5464.0,2220.4284985259897,16.0,34.0,4.0,3.0,6.0,4346.0
False,8296.0,5006.0,2954.4586238301117,17.0,37.0,2.0,4.0,2.0,2317.0
False,3140.0,2038.0,2461.1308940408853,23.0,52.0,2.0,3.0,8.0,1856.0
False,2826.0,1490.0,2045.367153028665,27.0,84.0,6.0,4.0,6.0,3171.0
True,4868.0,2544.0,9262.465656925444,121.0,377.0,33.0,121.0,88.0,5581.0
True,18984.0,9706.0,6603.557124081216,71.0,158.0,33.0,67.0,90.0,6429.0
True,5060.0,2214.0,2951.1242737493403,254.0,653.0,50.0,45.0,28.0,29712.0
True,15340.0,7590.0,4312.623370960484,209.0,345.0,36.0,75.0,74.0,14841.0
False,68.0,38.0,1317.5419201251614,27.0,44.0,4.0,6.0,6.0,3445.0
False,2898.0,1634.0,2803.611471789986,47.0,192.0,11.0,5.0,12.0,3791.0
False,756.0,414.0,2382.400989274818,44.0,129.0,7.0,8.0,10.0,2258.0
True,2110.0,1080.0,12575.731439750714,4.0,23.0,12.0,19.0,16.0,4282.0
False,14808.0,7158.0,1621.7578525848803,95.0,203.0,19.0,38.0,48.0,8237.0
True,52.0,24.0,6473.733640438016,90.0,245.0,15.0,37.0,56.0,5765.0
True,962.0,464.0,1614.4592678518284,28.0,46.0,15.0,12.0,6.0,1429.0
True,4352.0,1946.0,3187.540289375252,45.0,62.0,29.0,30.0,52.0,24233.0
True,16238.0,8336.0,8363.9996296768,119.0,193.0,60.0,36.0,76.0,17302.0
True,17022.0,9616.0,1316.358963803304,342.0,1043.0,83.0,179.0,88.0,2584.0
False,306.0,188.0,1783.9805285649936,74.0,159.0,7.0,11.0,10.0,2586.0
False,2900.0,1668.0,5844.931708892691,23.0,90.0,0.0,3.0,10.0,3458.0
False,6678.0,3594.0,4616.416910364793,29.0,54.0,4.0,8.0,6.0,4716.0
True,20.0,18.0,2034.8138162667824,101.0,546.0,51.0,101.0,46.0,22711.0
True,13716.0,7366.0,8920.835876070247,83.0,100.0,48.0,49.0,76.0,19401.0
True,12082.0,6380.0,9941.647487492522,24.0,30.0,18.0,21.0,32.0,20452.0
False,192.0,132.0,7613.017657989075,0.0,1.0,1.0,1.0,0.0,1356.0
False,10388.0,5952.0,11090.749768295906,79.0,106.0,6.0,37.0,26.0,4065.0
False,12040.0,5510.0,5669.037458468703,26.0,41.0,8.0,6.0,6.0,4671.0
False,1104.0,496.0,5599.663735142436,34.0,51.0,7.0,34.0,36.0,5507.0
False,2974.0,1540.0,7211.426178098892,0.0,0.0,0.0,0.0,0.0,2632.0
False,46.0,20.0,1529.8897243695571,20.0,25.0,1.0,5.0,6.0,5036.0
True,9562.0,5120.0,887.4209595923977,117.0,347.0,28.0,14.0,16.0,3276.0
False,5140.0,2848.0,2327.3335491461603,139.0,251.0,20.0,25.0,34.0,5713.0
True,352.0,168.0,2766.751345817672,10.0,122.0,3.0,4.0,18.0,5863.0
True,12406.0,5886.0,2254.201295918431,109.0,240.0,41.0,73.0,50.0,6051.0
True,6280.0,3100.0,2418.1166553535977,27.0,88.0,3.0,8.0,4.0,3689.0
False,3614.0,1818.0,4335.097278317717,5.0,6.0,2.0,3.0,6.0,3517.0
False,574.0,256.0,7076.774725212676,16.0,56.0,9.0,7.0,4.0,981.0
True,2628.0,1312.0,2152.7466929694083,1.0,20.0,0.0,11.0,20.0,2041.0
False,998.0,556.0,13722.056579752656,61.0,89.0,7.0,12.0,4.0,2972.0
False,1968.0,994.0,2630.2972676528807,11.0,18.0,0.0,2.0,2.0,2854.0
False,5468.0,2870.0,4792.349566025471,11.0,18.0,0.0,2.0,2.0,2854.0
False,2212.0,1138.0,8958.808341598648,6.0,33.0,1.0,8.0,2.0,3036.0
False,3814.0,2128.0,2360.264316857376,3.0,12.0,2.0,6.0,0.0,7124.0
False,8284.0,4676.0,4521.589015082265,101.0,300.0,26.0,53.0,16.0,5995.0
False,624.0,388.0,1833.2217659228536,97.0,290.0,30.0,53.0,20.0,6018.0
False,712.0,524.0,4289.072564024766,22.0,33.0,5.0,16.0,12.0,5144.0
True,5904.0,2768.0,7840.996731702439,265.0,844.0,67.0,82.0,94.0,15428.0
True,690.0,454.0,9137.671344231216,0.0,0.0,1.0,2.0,0.0,1396.0
False,9902.0,6052.0,2976.179169565807,0.0,3.0,0.0,1.0,0.0,2242.0
False,1116.0,644.0,1420.782868623175,23.0,69.0,7.0,6.0,8.0,1685.0
False,13098.0,7664.0,3475.087160258055,86.0,60.0,6.0,12.0,4.0,3829.0
False,2106.0,1294.0,1389.7323260452722,43.0,116.0,23.0,13.0,10.0,4875.0
False,334.0,204.0,1213.70884773048,11.0,55.0,25.0,35.0,10.0,1850.0
False,2666.0,1528.0,1225.688382782452,126.0,463.0,22.0,41.0,28.0,2877.0
False,7516.0,4172.0,657.6240068149998,88.0,306.0,25.0,11.0,12.0,3443.0
False,18.0,16.0,2621.820501339091,4.0,12.0,1.0,9.0,16.0,3784.0
False,742.0,430.0,2140.165836852837,88.0,212.0,13.0,19.0,10.0,2084.0
False,3070.0,1804.0,2991.925786200948,44.0,97.0,2.0,12.0,6.0,1731.0
False,216.0,132.0,1072.7009237254758,94.0,364.0,13.0,28.0,20.0,3396.0
False,23876.0,13242.0,6007.555712184002,41.0,74.0,1.0,7.0,8.0,3493.0
False,12632.0,7436.0,3380.6686773223487,120.0,134.0,12.0,17.0,12.0,3954.0
False,198.0,132.0,2380.1647052351946,7.0,11.0,0.0,5.0,0.0,2742.0
False,9666.0,5488.0,2568.760206900336,104.0,259.0,16.0,43.0,12.0,1560.0
False,1304.0,758.0,1486.3498440844196,115.0,231.0,9.0,65.0,10.0,3251.0
False,3466.0,1852.0,3670.975110590647,69.0,64.0,1.0,11.0,6.0,2536.0
False,37262.0,20420.0,5287.444292787954,70.0,309.0,9.0,25.0,20.0,3754.0
False,4158.0,2372.0,3507.3514659314005,76.0,82.0,6.0,12.0,6.0,3064.0
False,920.0,522.0,11526.79339293914,55.0,141.0,3.0,7.0,6.0,1334.0
False,6138.0,3300.0,6135.099028836112,27.0,49.0,2.0,2.0,8.0,1424.0
False,336.0,190.0,1545.9845070274082,53.0,46.0,2.0,28.0,18.0,3396.0
False,3752.0,1898.0,1058.2653573941514,86.0,232.0,14.0,31.0,12.0,1469.0
False,46708.0,26418.0,5028.080026759058,89.0,330.0,29.0,33.0,20.0,3874.0
False,1824.0,1028.0,1753.3125042494726,63.0,119.0,9.0,19.0,40.0,1241.0
False,21088.0,12072.0,4987.89172397149,65.0,176.0,16.0,13.0,14.0,1615.0
False,318.0,166.0,1700.4876351914877,48.0,120.0,15.0,29.0,6.0,3022.0
False,2044.0,1086.0,1804.564378111274,2.0,6.0,1.0,2.0,2.0,1646.0
False,2268.0,1238.0,1062.632038095229,48.0,98.0,9.0,16.0,36.0,1729.0
True,3798.0,2112.0,2116.3015477729577,13.0,27.0,10.0,0.0,6.0,8823.0
False,850.0,462.0,2527.7385134893457,159.0,294.0,17.0,75.0,118.0,9166.0
False,1726.0,1080.0,3982.6786410736486,1.0,17.0,2.0,4.0,0.0,1122.0
False,9878.0,5764.0,2206.3489676439103,115.0,430.0,37.0,21.0,12.0,1511.0
True,9014.0,5332.0,3099.2977880450558,86.0,171.0,17.0,50.0,26.0,2935.0
False,2908.0,1510.0,10282.046142409195,46.0,91.0,5.0,10.0,6.0,8009.0
False,540.0,304.0,1483.0921676242444,2.0,8.0,1.0,0.0,4.0,988.0
False,30.0,22.0,3328.2089470758133,0.0,2.0,1.0,3.0,8.0,3902.0
False,5454.0,3068.0,9892.473208389882,64.0,140.0,13.0,59.0,60.0,8839.0
False,138.0,72.0,2314.825181961058,0.0,1.0,1.0,1.0,14.0,3173.0
False,7774.0,4648.0,3237.9881798583906,15.0,22.0,4.0,3.0,12.0,6150.0
False,204.0,136.0,3186.517922210419,4.0,15.0,1.0,7.0,8.0,1419.0
False,8.0,0.0,2981.467992984464,33.0,89.0,4.0,11.0,14.0,8029.0
False,2222.0,1150.0,2200.766795452456,37.0,91.0,8.0,22.0,10.0,16831.0
False,26.0,16.0,7008.891443994924,16.0,44.0,0.0,4.0,8.0,1668.0
False,3356.0,1856.0,4121.291870659908,1.0,1.0,0.0,1.0,0.0,3979.0
False,2884.0,1628.0,2190.372760120242,6.0,7.0,0.0,2.0,6.0,4027.0
False,4510.0,2594.0,5382.035355983322,0.0,1.0,0.0,0.0,0.0,5065.0
False,36.0,26.0,3151.298751796265,0.0,0.0,0.0,0.0,0.0,2947.0
False,2418.0,1354.0,2027.778504116296,1.0,13.0,1.0,0.0,6.0,3432.0
True,2124.0,968.0,4431.405779899068,66.0,69.0,27.0,71.0,56.0,5682.0
False,18246.0,9610.0,2901.9673216124133,30.0,55.0,12.0,13.0,10.0,12549.0
False,11234.0,6872.0,2134.176652780286,0.0,1.0,0.0,0.0,0.0,2582.0
True,10240.0,5152.0,1810.9708236671383,102.0,420.0,63.0,49.0,60.0,14817.0
True,2922.0,1568.0,2021.1092145967984,183.0,520.0,15.0,35.0,62.0,12084.0
False,94.0,68.0,1422.4645430314674,103.0,220.0,4.0,11.0,18.0,6123.0
False,3932.0,2412.0,3722.845991057584,0.0,0.0,0.0,0.0,4.0,1084.0
False,1882.0,988.0,6206.96497371838,25.0,86.0,2.0,10.0,10.0,2211.0
False,1582.0,912.0,7723.58321734347,46.0,137.0,5.0,40.0,14.0,3854.0
False,54.0,32.0,9181.878395097958,16.0,110.0,9.0,5.0,10.0,1983.0
True,56.0,52.0,6003.153896275391,44.0,385.0,29.0,43.0,48.0,11561.0
True,14802.0,7596.0,5147.057106717411,370.0,580.0,70.0,139.0,146.0,19001.0
True,8.0,8.0,734.8004516202316,37.0,110.0,11.0,18.0,18.0,3967.0
False,18564.0,9400.0,3206.816415843343,0.0,0.0,0.0,1.0,6.0,4767.0
False,2650.0,1534.0,1926.5693855219704,69.0,156.0,17.0,27.0,0.0,3936.0
